,RMNH.INS.1271298_An_messeae - COX2 gene,RMNH.INS.1271299_An_messeae - COX2 gene,RMNH.INS.1271300_An_messeae - COX2 gene,RMNH.INS.1271301_Cq_richiardii - COX2 gene,RMNH.INS.1271302_Cq_richiardii - COX2 gene,RMNH.INS.1271303_Cq_richiardii - COX2 gene,RMNH.INS.1271304_Ae_vexans - COX2 gene,RMNH.INS.1271305_Ae_vexans - COX2 gene,RMNH.INS.1271306_Ae_vexans - COX2 gene,RMNH.INS.1271307_Cs_annulata - COX2 gene,RMNH.INS.1271308_Cs_annulata - COX2 gene,RMNH.INS.1271309_Cs_annulata - COX2 gene,RMNH.INS.1271310_An_claviger - COX2 gene,RMNH.INS.1271311_An_claviger - COX2 gene,RMNH.INS.1271312_An_claviger - COX2 gene,RMNH.INS.1271313_Cx_modestus - COX2 gene,RMNH.INS.1271314_Cx_modestus - COX2 gene,RMNH.INS.1271315_Cx_modestus - COX2 gene,RMNH.INS.1271316_Cx_territans - COX2 gene,RMNH.INS.1271317_Cx_territans - COX2 gene,RMNH.INS.1271318_Cx_territans - COX2 gene,RMNH.INS.1271319_Ae_cinereus - COX2 gene,RMNH.INS.1271320_Ae_cinereus - COX2 gene,RMNH.INS.1271321_Ae_cinereus - COX2 gene,RMNH.INS.1271322_Cs_longiareolata - COX2 gene,RMNH.INS.1271323_Cs_longiareolata - COX2 gene,RMNH.INS.1271324_Cs_longiareolata - COX2 gene,RMNH.INS.1271325_Ae_annulipes_cantans - COX2 gene,RMNH.INS.1271326_Ae_annulipes_cantans - COX2 gene,RMNH.INS.1271327_Ae_annulipes_cantans - COX2 gene,RMNH.INS.1271328_Ae_annulipes_cantans - COX2 gene,RMNH.INS.1271329_Ae_annulipes_cantans - COX2 gene,RMNH.INS.1271330_Ae_annulipes_cantans - COX2 gene,RMNH.INS.1271331_Ae_rusticus - COX2 gene,RMNH.INS.1271332_Ae_rusticus - COX2 gene,RMNH.INS.1271333_Ae_rusticus - COX2 gene,RMNH.INS.1271334_Ae_communis - COX2 gene,RMNH.INS.1271335_Ae_communis - COX2 gene,RMNH.INS.1271336_Ae_communis - COX2 gene,RMNH.INS.1271337_Ae_punctor - COX2 gene,RMNH.INS.1271338_Ae_rusticus - COX2 gene,RMNH.INS.1271339_Ae_punctor - COX2 gene,RMNH.INS.1271340_Ae_geniculatus - COX2 gene,RMNH.INS.1271341_Ae_geniculatus - COX2 gene,RMNH.INS.1271342_Ae_geniculatus - COX2 gene,RMNH.INS.1271344_Cs_subochrea - COX2 gene,RMNH.INS.1271345_Cs_annulata - COX2 gene,RMNH.INS.1271346_Ae_caspius - COX2 gene,RMNH.INS.1271347_Ae_caspius - COX2 gene,RMNH.INS.1271348_Ae_caspius - COX2 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - COX2 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - COX2 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - COX2 gene,RMNH.INS.1271352_Cs_annulata - COX2 gene,RMNH.INS.1271354_Cs_annulata - COX2 gene,RMNH.INS.1271355_Cx_pipiens - COX2 gene,RMNH.INS.1271356_Cx_pipiens - COX2 gene,RMNH.INS.1271357_Cx_pipiens - COX2 gene,RMNH.INS.1271358_Cs_morsitans - COX2 gene,RMNH.INS.1271359_Cs_morsitans - COX2 gene,RMNH.INS.1271360_Cs_morsitans - COX2 gene,RMNH.INS.1271361_Ae_sticticus - COX2 gene,RMNH.INS.1271362_Ae_sticticus - COX2 gene,RMNH.INS.1271363_Ae_sticticus - COX2 gene,RMNH.INS.1271367_Ae_detritus - COX2 gene,RMNH.INS.1271368_Ae_detritus - COX2 gene,RMNH.INS.1271369_Ae_caspius - COX2 gene,RMNH.INS.1271370_Ae_flavescens - COX2 gene,RMNH.INS.1271371_Ae_flavescens - COX2 gene,RMNH.INS.1271372_Ae_flavescens - COX2 gene,RMNH.INS.1271375_Ae_leucomelas - COX2 gene,RMNH.INS.1271376_Ae_albopictus - COX2 gene,RMNH.INS.1271377_Ae_albopictus - COX2 gene,RMNH.INS.1271378_Ae_albopictus - COX2 gene,RMNH.INS.1271379_Ae_japonicus - COX2 gene,RMNH.INS.1271380_Ae_japonicus - COX2 gene,RMNH.INS.1271381_Ae_japonicus - COX2 gene,RMNH.INS.1271382_Ae_aegypti - COX2 gene,RMNH.INS.1271383_Ae_aegypti - COX2 gene,RMNH.INS.1271384_Ae_aegypti - COX2 gene,RMNH.INS.1271386_Ae_cinereus - COX2 gene,RMNH.INS.1271389_Cs_ochroptera - COX2 gene
RMNH.INS.1271359_Cs_morsitans - COX2 gene,83.041,83.333,83.333,86.172,86.026,86.026,87.719,87.865,87.719,91.082,91.228,91.374,83.772,83.626,83.772,86.55,86.111,86.257,88.889,88.45,88.45,85.088,85.088,84.795,89.035,89.035,89.035,89.912,90.058,90.058,89.912,89.912,90.058,88.45,88.45,88.45,88.304,88.304,88.304,88.596,88.45,88.596,88.012,88.012,88.012,91.813,91.228,87.865,88.304,87.719,85.38,85.38,85.38,91.228,91.228,88.158,88.158,88.158,99.561,,99.854,88.596,88.596,88.45,87.719,88.596,88.304,89.181,89.181,89.181,88.596,87.573,87.573,87.427,87.281,87.281,87.427,86.257,86.842,86.404,84.795,91.813
RMNH.INS.1271360_Cs_morsitans - COX2 gene,83.041,83.333,83.333,86.172,86.026,86.026,87.719,87.865,87.719,91.082,91.228,91.374,83.772,83.626,83.772,86.404,85.965,86.111,88.889,88.45,88.45,85.088,85.088,84.795,89.035,89.035,89.035,89.912,90.058,90.058,89.912,89.912,90.058,88.45,88.45,88.45,88.158,88.158,88.158,88.596,88.45,88.596,88.012,88.012,88.012,91.813,91.228,87.865,88.304,87.719,85.38,85.38,85.38,91.228,91.228,88.158,88.158,88.158,99.708,99.854,,88.596,88.596,88.45,87.573,88.45,88.304,89.181,89.181,89.181,88.596,87.573,87.573,87.427,87.281,87.281,87.427,86.257,86.842,86.404,84.795,91.667
RMNH.INS.1271361_Ae_sticticus - COX2 gene,83.333,83.626,83.626,86.026,85.881,85.881,92.251,92.105,92.251,89.474,89.62,89.62,85.234,85.088,85.234,87.573,87.719,87.719,88.45,88.304,88.304,88.45,88.45,88.158,88.596,88.596,88.596,93.421,93.275,93.567,93.421,93.275,93.421,92.69,92.69,92.69,92.105,91.959,91.959,91.374,92.69,91.374,92.398,92.398,92.398,89.912,89.62,92.251,92.69,92.105,84.503,84.503,84.503,89.62,89.62,88.012,88.012,87.865,88.596,88.596,88.596,,100,99.854,90.497,90.205,92.69,92.836,92.836,92.836,91.667,89.181,89.181,89.035,91.082,91.082,90.643,88.012,88.45,88.012,88.158,89.474
RMNH.INS.1271362_Ae_sticticus - COX2 gene,83.333,83.626,83.626,86.026,85.881,85.881,92.251,92.105,92.251,89.474,89.62,89.62,85.234,85.088,85.234,87.573,87.719,87.719,88.45,88.304,88.304,88.45,88.45,88.158,88.596,88.596,88.596,93.421,93.275,93.567,93.421,93.275,93.421,92.69,92.69,92.69,92.105,91.959,91.959,91.374,92.69,91.374,92.398,92.398,92.398,89.912,89.62,92.251,92.69,92.105,84.503,84.503,84.503,89.62,89.62,88.012,88.012,87.865,88.596,88.596,88.596,100,,99.854,90.497,90.205,92.69,92.836,92.836,92.836,91.667,89.181,89.181,89.035,91.082,91.082,90.643,88.012,88.45,88.012,88.158,89.474
RMNH.INS.1271363_Ae_sticticus - COX2 gene,83.187,83.48,83.48,86.172,86.026,86.026,92.105,91.959,92.105,89.62,89.766,89.766,85.088,84.942,85.088,87.427,87.573,87.573,88.304,88.158,88.158,88.304,88.304,88.012,88.45,88.45,88.45,93.275,93.129,93.421,93.275,93.129,93.275,92.544,92.544,92.544,91.959,91.813,91.813,91.228,92.544,91.228,92.251,92.251,92.251,89.766,89.766,92.105,92.544,91.959,84.357,84.357,84.357,89.766,89.766,87.865,87.865,87.719,88.45,88.45,88.45,99.854,99.854,,90.643,90.058,92.544,92.69,92.69,92.69,91.52,89.035,89.035,88.889,90.936,90.936,90.497,88.158,88.596,88.158,88.012,89.327
RMNH.INS.1271367_Ae_detritus - COX2 gene,83.187,83.48,83.626,86.608,86.463,86.463,92.105,92.251,92.105,88.596,88.743,88.889,85.38,85.234,85.38,87.573,87.135,87.281,87.865,87.427,87.427,89.035,88.889,88.596,88.45,88.45,88.45,92.105,91.959,92.105,92.105,92.105,91.959,91.374,91.374,91.374,91.667,91.667,91.52,91.228,91.374,91.228,91.667,91.667,91.667,89.035,88.743,92.251,92.398,92.105,84.795,84.795,84.795,88.743,88.743,88.012,88.012,87.865,87.573,87.719,87.573,90.497,90.497,90.643,,98.684,92.398,91.813,91.813,91.813,92.105,89.181,89.181,89.035,88.743,88.743,88.596,88.304,88.743,88.304,88.596,88.889
RMNH.INS.1271368_Ae_detritus - COX2 gene,83.626,83.626,83.772,87.191,87.045,87.045,91.959,92.105,91.959,88.596,88.743,88.889,85.526,85.38,85.526,88.012,87.573,87.719,87.719,87.281,87.281,88.889,88.743,88.45,88.45,88.45,88.45,92.544,92.69,92.544,92.544,92.544,92.398,91.52,91.52,91.52,91.52,91.52,91.374,91.667,91.52,91.667,92.105,92.105,92.105,89.62,88.743,92.398,92.544,92.251,85.088,85.088,85.088,88.743,88.743,88.45,88.45,88.304,88.45,88.596,88.45,90.205,90.205,90.058,98.684,,92.544,92.544,92.544,92.544,91.959,89.181,89.181,89.035,89.327,89.327,89.181,88.012,88.45,88.012,88.45,88.743
RMNH.INS.1271369_Ae_caspius - COX2 gene,84.064,84.357,84.503,86.754,86.608,86.608,94.006,93.86,94.006,90.205,90.351,90.497,85.526,85.38,85.526,88.743,88.158,88.304,90.351,90.497,90.497,90.058,89.912,89.62,89.912,89.912,89.912,95.175,95.029,95.322,95.175,95.175,95.029,95.029,95.029,95.029,93.713,93.567,93.567,93.713,95.029,93.713,94.152,94.152,94.152,90.643,90.351,99.269,100,99.123,86.988,86.988,86.988,90.351,90.351,90.205,90.205,90.205,88.012,88.304,88.304,92.69,92.69,92.544,92.398,92.544,,94.883,94.883,94.591,94.444,89.181,89.181,89.035,91.374,91.374,91.228,88.889,89.327,88.889,89.62,90.205
RMNH.INS.1271370_Ae_flavescens - COX2 gene,85.234,85.526,85.673,88.064,87.918,87.918,93.713,93.567,93.713,89.766,89.62,89.766,85.526,85.38,85.526,89.474,89.181,89.327,89.62,89.766,89.766,90.058,90.058,89.766,88.889,88.889,88.889,98.099,98.246,98.392,98.099,98.099,97.953,93.713,93.713,93.713,93.713,93.567,93.713,92.982,93.713,92.982,94.152,94.152,94.152,90.497,89.62,94.737,94.883,94.591,86.257,86.257,86.257,89.62,89.62,89.474,89.474,89.327,88.889,89.181,89.181,92.836,92.836,92.69,91.813,92.544,94.883,,100,99.708,95.029,89.327,89.327,89.181,91.52,91.52,91.374,89.766,90.058,89.766,89.766,90.058
RMNH.INS.1271371_Ae_flavescens - COX2 gene,85.234,85.526,85.673,88.064,87.918,87.918,93.713,93.567,93.713,89.766,89.62,89.766,85.526,85.38,85.526,89.474,89.181,89.327,89.62,89.766,89.766,90.058,90.058,89.766,88.889,88.889,88.889,98.099,98.246,98.392,98.099,98.099,97.953,93.713,93.713,93.713,93.713,93.567,93.713,92.982,93.713,92.982,94.152,94.152,94.152,90.497,89.62,94.737,94.883,94.591,86.257,86.257,86.257,89.62,89.62,89.474,89.474,89.327,88.889,89.181,89.181,92.836,92.836,92.69,91.813,92.544,94.883,100,,99.708,95.029,89.327,89.327,89.181,91.52,91.52,91.374,89.766,90.058,89.766,89.766,90.058
RMNH.INS.1271372_Ae_flavescens - COX2 gene,85.088,85.38,85.526,88.064,87.918,87.918,93.713,93.567,93.713,89.766,89.62,89.766,85.38,85.234,85.38,89.474,89.181,89.327,89.62,89.474,89.474,89.912,89.912,89.62,88.889,88.889,88.889,98.099,98.246,98.392,98.099,98.099,97.953,93.713,93.713,93.713,93.421,93.275,93.421,92.982,93.713,92.982,94.152,94.152,94.152,90.497,89.62,94.444,94.591,94.298,86.257,86.257,86.257,89.62,89.62,89.474,89.474,89.327,88.889,89.181,89.181,92.836,92.836,92.69,91.813,92.544,94.591,99.708,99.708,,95.029,89.327,89.327,89.181,91.52,91.52,91.374,89.766,90.058,89.766,89.62,90.058
RMNH.INS.1271375_Ae_leucomelas - COX2 gene,85.088,85.38,85.526,86.9,86.754,86.754,92.544,92.398,92.544,89.912,90.058,90.205,85.673,85.526,85.673,88.158,87.865,87.719,89.181,89.035,89.035,89.912,89.912,89.62,88.304,88.304,88.304,95.76,95.614,95.906,95.76,95.614,95.468,94.006,94.006,94.006,92.982,92.836,92.836,92.398,94.006,92.398,93.421,93.421,93.421,89.766,90.058,93.86,94.444,93.713,86.55,86.55,86.55,90.058,90.058,89.62,89.62,89.62,88.304,88.596,88.596,91.667,91.667,91.52,92.105,91.959,94.444,95.029,95.029,95.029,,88.889,88.889,88.743,91.082,91.082,90.936,89.035,88.743,88.743,89.62,89.474
RMNH.INS.1271376_Ae_albopictus - COX2 gene,83.626,83.918,83.918,86.608,86.463,86.463,89.474,89.62,89.474,89.035,89.181,89.181,84.649,84.503,84.649,88.304,87.865,88.012,89.474,89.035,89.035,86.988,86.988,86.988,88.889,88.889,88.889,89.62,89.474,89.766,89.62,89.474,89.327,89.474,89.474,89.474,89.327,89.181,89.181,88.45,89.474,88.45,89.912,89.912,89.912,89.327,89.181,89.035,89.181,88.889,85.088,85.088,85.088,89.181,89.181,88.45,88.45,88.304,87.573,87.573,87.573,89.181,89.181,89.035,89.181,89.181,89.181,89.327,89.327,89.327,88.889,,100,99.854,90.205,90.205,89.912,89.766,89.766,90.058,86.988,89.327
RMNH.INS.1271377_Ae_albopictus - COX2 gene,83.626,83.918,83.918,86.608,86.463,86.463,89.474,89.62,89.474,89.035,89.181,89.181,84.649,84.503,84.649,88.304,87.865,88.012,89.474,89.035,89.035,86.988,86.988,86.988,88.889,88.889,88.889,89.62,89.474,89.766,89.62,89.474,89.327,89.474,89.474,89.474,89.327,89.181,89.181,88.45,89.474,88.45,89.912,89.912,89.912,89.327,89.181,89.035,89.181,88.889,85.088,85.088,85.088,89.181,89.181,88.45,88.45,88.304,87.573,87.573,87.573,89.181,89.181,89.035,89.181,89.181,89.181,89.327,89.327,89.327,88.889,100,,99.854,90.205,90.205,89.912,89.766,89.766,90.058,86.988,89.327
RMNH.INS.1271378_Ae_albopictus - COX2 gene,83.48,83.772,83.772,86.463,86.317,86.317,89.327,89.474,89.327,88.889,89.035,89.035,84.503,84.357,84.503,88.158,87.719,87.865,89.327,88.889,88.889,86.842,86.842,86.842,88.743,88.743,88.743,89.474,89.327,89.62,89.474,89.327,89.181,89.327,89.327,89.327,89.181,89.035,89.035,88.304,89.327,88.304,89.766,89.766,89.766,89.181,89.035,88.889,89.035,88.743,84.942,84.942,84.942,89.035,89.035,88.304,88.304,88.158,87.427,87.427,87.427,89.035,89.035,88.889,89.035,89.035,89.035,89.181,89.181,89.181,88.743,99.854,99.854,,90.058,90.058,89.766,89.62,89.62,89.912,86.842,89.181
RMNH.INS.1271379_Ae_japonicus - COX2 gene,84.211,84.357,84.357,86.463,86.608,86.608,89.035,89.181,89.035,87.865,88.012,88.012,84.211,84.064,84.211,87.427,87.427,87.573,89.327,89.181,89.181,87.719,88.012,88.012,88.596,88.596,88.596,91.959,91.813,92.105,91.959,91.813,91.667,91.667,91.667,91.667,90.497,90.351,90.351,90.643,91.667,90.643,91.959,91.959,91.959,87.865,88.012,91.228,91.374,91.082,86.404,86.404,86.404,88.012,88.012,87.865,87.865,87.865,86.988,87.281,87.281,91.082,91.082,90.936,88.743,89.327,91.374,91.52,91.52,91.52,91.082,90.205,90.205,90.058,,100,99.415,88.012,88.304,88.012,88.012,88.304
RMNH.INS.1271380_Ae_japonicus - COX2 gene,84.211,84.357,84.357,86.463,86.608,86.608,89.035,89.181,89.035,87.865,88.012,88.012,84.211,84.064,84.211,87.427,87.427,87.573,89.327,89.181,89.181,87.719,88.012,88.012,88.596,88.596,88.596,91.959,91.813,92.105,91.959,91.813,91.667,91.667,91.667,91.667,90.497,90.351,90.351,90.643,91.667,90.643,91.959,91.959,91.959,87.865,88.012,91.228,91.374,91.082,86.404,86.404,86.404,88.012,88.012,87.865,87.865,87.865,86.988,87.281,87.281,91.082,91.082,90.936,88.743,89.327,91.374,91.52,91.52,91.52,91.082,90.205,90.205,90.058,100,,99.415,88.012,88.304,88.012,88.012,88.304
RMNH.INS.1271381_Ae_japonicus - COX2 gene,83.918,84.064,84.064,86.463,86.608,86.608,88.889,89.035,88.889,87.719,87.865,87.865,83.772,83.626,83.772,87.427,87.427,87.573,89.327,89.181,89.181,87.865,88.158,88.158,88.304,88.304,88.304,91.813,91.667,91.959,91.813,91.667,91.52,91.228,91.228,91.228,90.205,90.058,90.058,90.497,91.228,90.497,91.667,91.667,91.667,87.719,87.865,91.082,91.228,90.936,86.55,86.55,86.55,87.865,87.865,87.573,87.573,87.573,87.135,87.427,87.427,90.643,90.643,90.497,88.596,89.181,91.228,91.374,91.374,91.374,90.936,89.912,89.912,89.766,99.415,99.415,,87.865,88.158,87.865,88.158,88.158
RMNH.INS.1271382_Ae_aegypti - COX2 gene,83.626,83.918,84.064,85.153,85.007,85.007,89.62,89.474,89.62,88.45,88.304,88.304,84.211,84.357,84.211,87.719,87.135,87.281,87.135,86.988,86.988,87.719,87.573,87.573,88.45,88.45,88.45,89.474,89.327,89.62,89.474,89.474,89.327,89.035,89.035,89.035,88.304,88.158,88.158,88.304,89.035,88.304,89.181,89.181,89.181,88.304,88.304,88.743,88.889,88.596,82.749,82.749,82.749,88.304,88.304,87.573,87.573,87.427,85.965,86.257,86.257,88.012,88.012,88.158,88.304,88.012,88.889,89.766,89.766,89.766,89.035,89.766,89.766,89.62,88.012,88.012,87.865,,99.123,99.561,87.573,89.181
RMNH.INS.1271383_Ae_aegypti - COX2 gene,83.918,84.211,84.357,84.862,84.716,84.716,90.058,89.912,90.058,88.45,88.304,88.304,84.211,84.357,84.211,88.012,87.427,87.573,87.427,87.281,87.281,88.304,88.158,88.158,88.596,88.596,88.596,89.766,89.62,89.912,89.766,89.766,89.62,89.181,89.181,89.181,88.596,88.45,88.45,88.596,89.181,88.596,89.766,89.766,89.766,88.304,88.304,89.181,89.327,89.035,82.895,82.895,82.895,88.304,88.304,87.865,87.865,87.719,86.55,86.842,86.842,88.45,88.45,88.596,88.743,88.45,89.327,90.058,90.058,90.058,88.743,89.766,89.766,89.62,88.304,88.304,88.158,99.123,,99.269,88.158,89.181
RMNH.INS.1271384_Ae_aegypti - COX2 gene,83.772,84.064,84.211,85.007,84.862,84.862,89.912,89.766,89.912,88.45,88.304,88.304,84.211,84.357,84.211,87.719,87.135,87.281,86.988,86.842,86.842,88.158,88.012,88.012,88.45,88.45,88.45,89.474,89.327,89.62,89.474,89.474,89.327,89.035,89.035,89.035,88.158,88.012,88.012,88.304,89.035,88.304,89.181,89.181,89.181,88.304,88.304,88.743,88.889,88.596,82.749,82.749,82.749,88.304,88.304,87.719,87.719,87.573,86.111,86.404,86.404,88.012,88.012,88.158,88.304,88.012,88.889,89.766,89.766,89.766,88.743,90.058,90.058,89.912,88.012,88.012,87.865,99.561,99.269,,88.012,89.327
RMNH.INS.1271386_Ae_cinereus - COX2 gene,83.626,83.918,84.064,85.007,84.862,84.862,90.936,90.789,90.936,85.673,85.819,85.965,84.211,84.064,84.211,85.965,85.819,85.965,87.281,87.573,87.573,99.269,99.708,100,85.234,85.234,85.234,89.474,89.62,89.62,89.474,89.62,89.474,89.766,89.766,89.766,88.889,88.743,88.743,87.719,89.766,87.719,89.181,89.181,89.181,86.257,85.819,89.766,89.62,89.62,82.31,82.31,82.31,85.819,85.819,87.135,87.135,86.988,84.942,84.795,84.795,88.158,88.158,88.012,88.596,88.45,89.62,89.766,89.766,89.62,89.62,86.988,86.988,86.842,88.012,88.012,88.158,87.573,88.158,88.012,,87.281
RMNH.INS.1271389_Cs_ochroptera - COX2 gene,84.942,85.234,85.234,86.608,86.463,86.463,90.497,90.351,90.497,91.374,91.228,91.374,85.965,85.819,85.965,88.158,87.865,88.012,88.596,88.45,88.45,87.719,87.573,87.281,90.351,90.351,90.351,90.643,90.497,90.789,90.643,90.789,90.643,89.912,89.912,89.912,89.035,89.035,89.035,88.889,89.912,88.889,88.889,88.889,88.889,91.52,91.228,90.058,90.205,89.912,86.404,86.404,86.404,91.228,91.228,89.327,89.327,89.327,91.667,91.813,91.667,89.474,89.474,89.327,88.889,88.743,90.205,90.058,90.058,90.058,89.474,89.327,89.327,89.181,88.304,88.304,88.158,89.181,89.181,89.327,87.281,
