,RMNH.INS.1271298_An_messeae - COX1 gene,RMNH.INS.1271299_An_messeae - COX1 gene,RMNH.INS.1271300_An_messeae - COX1 gene,RMNH.INS.1271301_Cq_richiardii - COX1 gene,RMNH.INS.1271302_Cq_richiardii - COX1 gene,RMNH.INS.1271303_Cq_richiardii - COX1 gene,RMNH.INS.1271304_Ae_vexans - COX1 gene,RMNH.INS.1271305_Ae_vexans - COX1 gene,RMNH.INS.1271306_Ae_vexans - COX1 gene,RMNH.INS.1271307_Cs_annulata - COX1 gene,RMNH.INS.1271308_Cs_annulata - COX1 gene,RMNH.INS.1271309_Cs_annulata - COX1 gene,RMNH.INS.1271310_An_claviger - COX1 gene,RMNH.INS.1271311_An_claviger - COX1 gene,RMNH.INS.1271312_An_claviger - COX1 gene,RMNH.INS.1271313_Cx_modestus - COX1 gene,RMNH.INS.1271314_Cx_modestus - COX1 gene,RMNH.INS.1271315_Cx_modestus - COX1 gene,RMNH.INS.1271316_Cx_territans - COX1 gene,RMNH.INS.1271317_Cx_territans - COX1 gene,RMNH.INS.1271318_Cx_territans - COX1 gene,RMNH.INS.1271319_Ae_cinereus - COX1 gene,RMNH.INS.1271320_Ae_cinereus - COX1 gene,RMNH.INS.1271321_Ae_cinereus - COX1 gene,RMNH.INS.1271322_Cs_longiareolata - COX1 gene,RMNH.INS.1271323_Cs_longiareolata - COX1 gene,RMNH.INS.1271324_Cs_longiareolata - COX1 gene,RMNH.INS.1271325_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271326_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271327_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271328_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271329_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271330_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271331_Ae_rusticus - COX1 gene,RMNH.INS.1271332_Ae_rusticus - COX1 gene,RMNH.INS.1271333_Ae_rusticus - COX1 gene,RMNH.INS.1271334_Ae_communis - COX1 gene,RMNH.INS.1271335_Ae_communis - COX1 gene,RMNH.INS.1271336_Ae_communis - COX1 gene,RMNH.INS.1271337_Ae_punctor - COX1 gene,RMNH.INS.1271338_Ae_rusticus - COX1 gene,RMNH.INS.1271339_Ae_punctor - COX1 gene,RMNH.INS.1271340_Ae_geniculatus - COX1 gene,RMNH.INS.1271341_Ae_geniculatus - COX1 gene,RMNH.INS.1271342_Ae_geniculatus - COX1 gene,RMNH.INS.1271344_Cs_subochrea - COX1 gene,RMNH.INS.1271345_Cs_annulata - COX1 gene,RMNH.INS.1271346_Ae_caspius - COX1 gene,RMNH.INS.1271347_Ae_caspius - COX1 gene,RMNH.INS.1271348_Ae_caspius - COX1 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271352_Cs_annulata - COX1 gene,RMNH.INS.1271354_Cs_annulata - COX1 gene,RMNH.INS.1271355_Cx_pipiens - COX1 gene,RMNH.INS.1271356_Cx_pipiens - COX1 gene,RMNH.INS.1271357_Cx_pipiens - COX1 gene,RMNH.INS.1271358_Cs_morsitans - COX1 gene,RMNH.INS.1271359_Cs_morsitans - COX1 gene,RMNH.INS.1271360_Cs_morsitans - COX1 gene,RMNH.INS.1271361_Ae_sticticus - COX1 gene,RMNH.INS.1271362_Ae_sticticus - COX1 gene,RMNH.INS.1271363_Ae_sticticus - COX1 gene,RMNH.INS.1271367_Ae_detritus - COX1 gene,RMNH.INS.1271368_Ae_detritus - COX1 gene,RMNH.INS.1271369_Ae_caspius - COX1 gene,RMNH.INS.1271370_Ae_flavescens - COX1 gene,RMNH.INS.1271371_Ae_flavescens - COX1 gene,RMNH.INS.1271372_Ae_flavescens - COX1 gene,RMNH.INS.1271375_Ae_leucomelas - COX1 gene,RMNH.INS.1271376_Ae_albopictus - COX1 gene,RMNH.INS.1271377_Ae_albopictus - COX1 gene,RMNH.INS.1271378_Ae_albopictus - COX1 gene,RMNH.INS.1271379_Ae_japonicus - COX1 gene,RMNH.INS.1271380_Ae_japonicus - COX1 gene,RMNH.INS.1271381_Ae_japonicus - COX1 gene,RMNH.INS.1271382_Ae_aegypti - COX1 gene,RMNH.INS.1271383_Ae_aegypti - COX1 gene,RMNH.INS.1271384_Ae_aegypti - COX1 gene,RMNH.INS.1271386_Ae_cinereus - COX1 gene,RMNH.INS.1271389_Cs_ochroptera - COX1 gene
RMNH.INS.1271359_Cs_morsitans - COX1 gene,84.347,84.498,84.802,84.802,84.954,84.954,86.018,86.17,86.018,88.146,87.994,87.994,84.195,84.195,84.195,87.082,86.474,86.626,86.626,86.474,86.322,86.018,86.018,86.018,87.234,87.234,87.234,84.65,84.498,84.802,84.498,85.106,84.65,88.754,88.45,88.45,87.842,87.842,87.842,86.626,88.45,86.626,85.258,85.258,85.258,88.146,87.994,86.626,87.082,87.234,84.347,84.347,84.347,87.994,87.994,87.234,87.234,87.386,99.696,,100,88.146,88.146,88.146,86.778,87.69,87.234,86.018,86.018,85.714,87.69,84.347,84.347,84.347,86.626,86.626,86.778,85.562,86.018,86.778,85.866,90.274
RMNH.INS.1271360_Cs_morsitans - COX1 gene,84.347,84.498,84.802,84.802,84.954,84.954,86.018,86.17,86.018,88.146,87.994,87.994,84.195,84.195,84.195,87.082,86.474,86.626,86.626,86.474,86.322,86.018,86.018,86.018,87.234,87.234,87.234,84.65,84.498,84.802,84.498,85.106,84.65,88.754,88.45,88.45,87.842,87.842,87.842,86.626,88.45,86.626,85.258,85.258,85.258,88.146,87.994,86.626,87.082,87.234,84.347,84.347,84.347,87.994,87.994,87.234,87.234,87.386,99.696,100,,88.146,88.146,88.146,86.778,87.69,87.234,86.018,86.018,85.714,87.69,84.347,84.347,84.347,86.626,86.626,86.778,85.562,86.018,86.778,85.866,90.274
RMNH.INS.1271361_Ae_sticticus - COX1 gene,85.258,85.41,85.258,84.65,84.498,84.498,89.818,89.97,89.818,87.386,87.538,87.538,86.322,86.322,86.322,87.994,87.386,87.386,87.234,87.386,87.234,87.386,87.386,87.386,87.386,87.386,87.386,89.666,89.97,89.666,89.514,89.666,89.818,92.097,91.793,91.793,90.274,90.274,90.274,89.21,91.793,89.21,89.058,89.058,89.058,87.234,87.538,91.489,91.793,91.793,86.474,86.474,86.474,87.538,87.538,87.842,87.842,87.994,88.45,88.146,88.146,,100,100,90.274,91.033,91.945,90.122,90.122,89.818,90.729,88.146,88.146,87.994,88.602,88.602,89.058,87.842,88.754,88.602,87.234,87.234
RMNH.INS.1271362_Ae_sticticus - COX1 gene,85.258,85.41,85.258,84.65,84.498,84.498,89.818,89.97,89.818,87.386,87.538,87.538,86.322,86.322,86.322,87.994,87.386,87.386,87.234,87.386,87.234,87.386,87.386,87.386,87.386,87.386,87.386,89.666,89.97,89.666,89.514,89.666,89.818,92.097,91.793,91.793,90.274,90.274,90.274,89.21,91.793,89.21,89.058,89.058,89.058,87.234,87.538,91.489,91.793,91.793,86.474,86.474,86.474,87.538,87.538,87.842,87.842,87.994,88.45,88.146,88.146,100,,100,90.274,91.033,91.945,90.122,90.122,89.818,90.729,88.146,88.146,87.994,88.602,88.602,89.058,87.842,88.754,88.602,87.234,87.234
RMNH.INS.1271363_Ae_sticticus - COX1 gene,85.258,85.41,85.258,84.65,84.498,84.498,89.818,89.97,89.818,87.386,87.538,87.538,86.322,86.322,86.322,87.994,87.386,87.386,87.234,87.386,87.234,87.386,87.386,87.386,87.386,87.386,87.386,89.666,89.97,89.666,89.514,89.666,89.818,92.097,91.793,91.793,90.274,90.274,90.274,89.21,91.793,89.21,89.058,89.058,89.058,87.234,87.538,91.489,91.793,91.793,86.474,86.474,86.474,87.538,87.538,87.842,87.842,87.994,88.45,88.146,88.146,100,100,,90.274,91.033,91.945,90.122,90.122,89.818,90.729,88.146,88.146,87.994,88.602,88.602,89.058,87.842,88.754,88.602,87.234,87.234
RMNH.INS.1271367_Ae_detritus - COX1 gene,86.626,86.778,86.018,84.043,83.891,83.891,89.058,89.21,89.058,87.842,87.69,87.69,85.562,85.562,85.562,88.602,87.538,87.538,87.386,87.234,87.082,85.714,85.714,85.714,87.69,87.69,87.69,89.97,90.426,90.729,90.122,90.122,89.97,91.185,90.881,90.881,91.337,91.337,91.337,90.274,90.881,90.274,88.602,88.602,88.602,87.386,87.69,91.489,91.337,91.337,84.954,84.954,84.954,87.69,87.69,88.45,88.45,88.298,86.93,86.778,86.778,90.274,90.274,90.274,,98.176,91.489,91.033,91.033,90.729,89.666,86.93,86.93,86.778,87.386,87.386,87.842,86.474,87.538,86.322,85.562,88.146
RMNH.INS.1271368_Ae_detritus - COX1 gene,87.082,87.234,87.082,84.498,84.65,84.65,89.666,89.818,89.666,87.994,87.842,87.842,85.562,85.562,85.562,89.514,88.45,88.45,87.386,87.234,87.082,86.018,86.018,86.018,88.146,88.146,88.146,90.426,90.881,90.881,90.274,90.578,90.426,91.641,91.337,91.337,91.793,91.793,91.793,90.729,91.337,90.729,89.514,89.514,89.514,87.994,87.842,92.401,92.553,92.553,84.65,84.65,84.65,87.842,87.842,88.906,88.906,88.754,87.842,87.69,87.69,91.033,91.033,91.033,98.176,,92.705,91.185,91.185,90.881,90.426,86.322,86.322,86.17,87.842,87.842,88.298,86.474,87.538,87.234,85.866,88.602
RMNH.INS.1271369_Ae_caspius - COX1 gene,87.842,87.994,87.842,85.562,85.562,85.562,89.97,90.122,89.97,87.994,87.994,87.994,87.082,87.082,87.082,89.058,88.146,88.146,87.234,87.082,86.93,88.146,88.146,88.146,89.058,89.058,89.058,91.945,92.097,92.097,91.793,91.793,91.641,92.401,92.097,92.097,93.313,93.313,93.313,91.489,92.097,91.489,90.274,90.274,90.274,88.298,87.994,99.24,99.848,99.544,84.65,84.65,84.65,87.994,87.994,89.21,89.21,89.058,87.386,87.234,87.234,91.945,91.945,91.945,91.489,92.705,,91.337,91.337,91.033,92.401,86.93,86.93,86.778,89.362,89.362,89.818,86.93,87.234,87.234,87.994,88.906
RMNH.INS.1271370_Ae_flavescens - COX1 gene,85.714,85.866,85.258,83.283,83.283,83.283,87.994,88.146,87.994,86.474,86.322,86.322,84.802,84.802,84.802,85.258,84.802,84.65,85.714,85.714,85.562,85.41,85.41,85.41,85.41,85.41,85.41,94.225,94.681,95.137,94.073,94.985,94.681,89.666,89.666,89.666,88.906,88.906,88.906,88.906,89.666,88.906,88.146,88.146,88.146,86.322,86.322,91.337,91.185,91.489,83.891,83.891,83.891,86.322,86.322,85.714,85.714,85.866,86.018,86.018,86.018,90.122,90.122,90.122,91.033,91.185,91.337,,100,99.696,91.185,85.258,85.258,85.106,87.082,87.082,87.234,85.258,86.474,86.018,85.258,86.626
RMNH.INS.1271371_Ae_flavescens - COX1 gene,85.714,85.866,85.258,83.283,83.283,83.283,87.994,88.146,87.994,86.474,86.322,86.322,84.802,84.802,84.802,85.258,84.802,84.65,85.714,85.714,85.562,85.41,85.41,85.41,85.41,85.41,85.41,94.225,94.681,95.137,94.073,94.985,94.681,89.666,89.666,89.666,88.906,88.906,88.906,88.906,89.666,88.906,88.146,88.146,88.146,86.322,86.322,91.337,91.185,91.489,83.891,83.891,83.891,86.322,86.322,85.714,85.714,85.866,86.018,86.018,86.018,90.122,90.122,90.122,91.033,91.185,91.337,100,,99.696,91.185,85.258,85.258,85.106,87.082,87.082,87.234,85.258,86.474,86.018,85.258,86.626
RMNH.INS.1271372_Ae_flavescens - COX1 gene,85.41,85.562,84.954,83.131,83.131,83.131,87.994,88.146,87.994,86.17,86.018,86.018,84.498,84.498,84.498,84.954,84.498,84.347,85.41,85.41,85.258,85.106,85.106,85.106,85.106,85.106,85.106,93.921,94.377,94.833,93.769,94.681,94.377,89.362,89.362,89.362,88.602,88.602,88.602,88.602,89.362,88.602,88.146,88.146,88.146,86.018,86.018,91.033,90.881,91.185,83.587,83.587,83.587,86.018,86.018,85.41,85.41,85.562,85.714,85.714,85.714,89.818,89.818,89.818,90.729,90.881,91.033,99.696,99.696,,90.881,84.954,84.954,84.802,86.778,86.778,86.93,84.954,86.17,85.714,84.954,86.322
RMNH.INS.1271375_Ae_leucomelas - COX1 gene,86.018,85.866,86.17,86.17,86.17,86.17,89.058,89.21,89.058,87.994,87.994,87.994,86.778,86.778,86.778,87.538,86.626,86.626,86.322,86.17,86.018,86.626,86.626,86.626,86.474,86.474,86.474,90.426,90.729,91.185,90.578,90.729,90.274,90.881,90.881,90.881,92.249,92.249,92.249,91.641,90.881,91.641,90.274,90.274,90.274,87.994,87.994,91.793,92.249,92.401,85.714,85.714,85.714,87.994,87.994,87.994,87.994,88.146,87.386,87.69,87.69,90.729,90.729,90.729,89.666,90.426,92.401,91.185,91.185,90.881,,85.714,85.714,85.562,88.298,88.298,88.45,85.562,86.626,86.778,86.474,88.754
RMNH.INS.1271376_Ae_albopictus - COX1 gene,85.866,86.018,85.106,82.979,82.827,82.827,87.994,88.146,87.994,85.866,85.714,85.562,83.283,83.283,83.283,86.474,86.17,86.322,85.562,85.714,85.562,87.082,87.082,87.082,85.41,85.41,85.41,84.347,84.65,84.954,84.195,84.65,84.802,86.778,86.474,86.474,87.082,87.082,87.082,86.93,86.474,86.93,85.866,85.866,85.866,85.106,85.714,86.626,86.778,86.626,84.347,84.347,84.347,85.714,85.714,86.93,86.93,86.778,84.498,84.347,84.347,88.146,88.146,88.146,86.93,86.322,86.93,85.258,85.258,84.954,85.714,,100,99.848,86.626,86.626,87.082,87.082,88.146,87.69,86.93,84.65
RMNH.INS.1271377_Ae_albopictus - COX1 gene,85.866,86.018,85.106,82.979,82.827,82.827,87.994,88.146,87.994,85.866,85.714,85.562,83.283,83.283,83.283,86.474,86.17,86.322,85.562,85.714,85.562,87.082,87.082,87.082,85.41,85.41,85.41,84.347,84.65,84.954,84.195,84.65,84.802,86.778,86.474,86.474,87.082,87.082,87.082,86.93,86.474,86.93,85.866,85.866,85.866,85.106,85.714,86.626,86.778,86.626,84.347,84.347,84.347,85.714,85.714,86.93,86.93,86.778,84.498,84.347,84.347,88.146,88.146,88.146,86.93,86.322,86.93,85.258,85.258,84.954,85.714,100,,99.848,86.626,86.626,87.082,87.082,88.146,87.69,86.93,84.65
RMNH.INS.1271378_Ae_albopictus - COX1 gene,85.866,86.018,85.106,82.827,82.675,82.675,87.842,87.994,87.842,85.714,85.562,85.41,83.131,83.131,83.131,86.322,86.018,86.17,85.41,85.562,85.41,87.082,87.082,87.082,85.258,85.258,85.258,84.195,84.498,84.802,84.043,84.498,84.65,86.778,86.474,86.474,86.93,86.93,86.93,86.778,86.474,86.778,85.866,85.866,85.866,84.954,85.562,86.474,86.626,86.474,84.347,84.347,84.347,85.562,85.562,86.778,86.778,86.626,84.498,84.347,84.347,87.994,87.994,87.994,86.778,86.17,86.778,85.106,85.106,84.802,85.562,99.848,99.848,,86.474,86.474,86.93,87.234,88.298,87.842,86.93,84.65
RMNH.INS.1271379_Ae_japonicus - COX1 gene,87.234,87.386,87.234,84.954,84.802,84.802,89.058,89.21,89.058,85.41,85.41,85.41,84.347,84.347,84.347,86.626,85.866,85.866,85.866,85.714,85.562,86.626,86.626,86.626,85.866,85.866,85.866,86.778,86.778,87.082,86.626,87.082,87.234,87.538,87.234,87.234,88.45,88.45,88.45,87.386,87.234,87.386,87.234,87.234,87.234,86.322,85.41,88.906,89.362,89.514,83.587,83.587,83.587,85.41,85.41,86.93,86.93,87.082,86.322,86.626,86.626,88.602,88.602,88.602,87.386,87.842,89.362,87.082,87.082,86.778,88.298,86.626,86.626,86.474,,100,99.544,87.842,87.538,87.386,86.778,86.778
RMNH.INS.1271380_Ae_japonicus - COX1 gene,87.234,87.386,87.234,84.954,84.802,84.802,89.058,89.21,89.058,85.41,85.41,85.41,84.347,84.347,84.347,86.626,85.866,85.866,85.866,85.714,85.562,86.626,86.626,86.626,85.866,85.866,85.866,86.778,86.778,87.082,86.626,87.082,87.234,87.538,87.234,87.234,88.45,88.45,88.45,87.386,87.234,87.386,87.234,87.234,87.234,86.322,85.41,88.906,89.362,89.514,83.587,83.587,83.587,85.41,85.41,86.93,86.93,87.082,86.322,86.626,86.626,88.602,88.602,88.602,87.386,87.842,89.362,87.082,87.082,86.778,88.298,86.626,86.626,86.474,100,,99.544,87.842,87.538,87.386,86.778,86.778
RMNH.INS.1271381_Ae_japonicus - COX1 gene,87.69,87.842,87.69,85.41,85.258,85.258,89.21,89.362,89.21,85.866,85.866,85.866,84.498,84.498,84.498,87.082,86.322,86.322,86.322,86.17,86.018,86.778,86.778,86.778,86.322,86.322,86.322,86.93,86.93,87.234,86.778,87.538,87.69,87.69,87.386,87.386,88.602,88.602,88.602,87.842,87.386,87.842,87.386,87.386,87.386,86.778,85.866,89.058,89.818,89.666,83.891,83.891,83.891,85.866,85.866,86.93,86.93,87.082,86.778,86.778,86.778,89.058,89.058,89.058,87.842,88.298,89.818,87.234,87.234,86.93,88.45,87.082,87.082,86.93,99.544,99.544,,87.69,87.69,87.538,86.626,86.626
RMNH.INS.1271382_Ae_aegypti - COX1 gene,83.891,84.043,83.283,84.195,84.043,84.043,89.058,89.21,89.058,83.587,83.435,83.283,82.219,82.219,82.219,85.41,84.65,84.65,84.954,84.802,84.65,87.69,87.69,87.69,84.802,84.802,84.802,85.41,85.41,85.714,85.258,85.41,85.258,88.602,88.298,88.298,86.17,86.17,86.17,85.258,88.298,85.258,84.195,84.195,84.195,83.587,83.435,86.93,86.778,87.082,82.219,82.219,82.219,83.435,83.435,87.082,87.082,87.234,85.562,85.562,85.562,87.842,87.842,87.842,86.474,86.474,86.93,85.258,85.258,84.954,85.562,87.082,87.082,87.234,87.842,87.842,87.69,,97.72,96.201,87.842,84.802
RMNH.INS.1271383_Ae_aegypti - COX1 gene,84.802,84.954,84.195,85.106,84.954,84.954,89.21,89.362,89.21,84.802,84.65,84.498,83.131,83.131,83.131,86.626,86.17,85.866,86.018,85.866,85.714,88.602,88.602,88.602,85.866,85.866,85.866,86.17,86.474,86.474,86.018,86.474,86.322,89.362,89.058,89.058,86.778,86.778,86.778,86.018,89.058,86.018,84.802,84.802,84.802,84.498,84.65,86.93,87.082,87.082,83.283,83.283,83.283,84.65,84.65,87.386,87.386,87.538,86.018,86.018,86.018,88.754,88.754,88.754,87.538,87.538,87.234,86.474,86.474,86.17,86.626,88.146,88.146,88.298,87.538,87.538,87.69,97.72,,97.872,88.45,85.562
RMNH.INS.1271384_Ae_aegypti - COX1 gene,84.347,84.498,84.954,84.65,84.802,84.802,89.058,89.21,89.058,84.65,84.498,84.347,82.979,82.979,82.979,86.018,85.866,85.562,85.41,85.562,85.41,88.298,88.298,88.298,85.714,85.714,85.714,85.562,85.866,85.562,85.41,86.17,86.018,88.602,88.298,88.298,86.93,86.93,86.93,86.17,88.298,86.17,85.106,85.106,85.106,84.498,84.498,86.626,87.082,87.082,82.827,82.827,82.827,84.498,84.498,86.322,86.322,86.474,86.778,86.778,86.778,88.602,88.602,88.602,86.322,87.234,87.234,86.018,86.018,85.714,86.778,87.69,87.69,87.842,87.386,87.386,87.538,96.201,97.872,,88.146,85.106
RMNH.INS.1271386_Ae_cinereus - COX1 gene,85.866,86.018,85.714,83.739,83.587,83.587,88.45,88.602,88.45,85.258,85.258,85.258,83.283,83.283,83.283,86.778,86.018,86.322,85.714,85.562,85.41,99.848,99.848,99.848,86.018,86.018,86.018,85.106,85.41,85.714,84.954,85.41,84.954,89.058,88.754,88.754,86.626,86.626,86.626,85.714,88.754,85.714,86.018,86.018,86.018,85.106,85.258,87.69,87.842,87.842,84.195,84.195,84.195,85.258,85.258,87.994,87.994,87.842,85.562,85.866,85.866,87.234,87.234,87.234,85.562,85.866,87.994,85.258,85.258,84.954,86.474,86.93,86.93,86.93,86.778,86.778,86.626,87.842,88.45,88.146,,85.258
RMNH.INS.1271389_Cs_ochroptera - COX1 gene,86.018,86.17,85.714,85.41,85.258,85.258,89.21,89.21,89.21,90.122,89.97,89.97,84.498,84.498,84.498,88.45,87.994,88.146,85.562,85.41,85.562,85.106,85.106,85.106,88.298,88.298,88.298,85.562,85.714,86.17,85.41,85.41,85.258,89.058,88.754,88.754,88.906,88.906,88.906,86.626,88.754,86.626,86.474,86.474,86.474,89.058,89.97,88.906,88.906,89.058,83.891,83.891,83.891,89.97,89.97,89.058,89.058,88.906,90.122,90.274,90.274,87.234,87.234,87.234,88.146,88.602,88.906,86.626,86.626,86.322,88.754,84.65,84.65,84.65,86.778,86.778,86.626,84.802,85.562,85.106,85.258,
