,RMNH.INS.1271298_An_messeae - COX1 gene,RMNH.INS.1271299_An_messeae - COX1 gene,RMNH.INS.1271300_An_messeae - COX1 gene,RMNH.INS.1271301_Cq_richiardii - COX1 gene,RMNH.INS.1271302_Cq_richiardii - COX1 gene,RMNH.INS.1271303_Cq_richiardii - COX1 gene,RMNH.INS.1271304_Ae_vexans - COX1 gene,RMNH.INS.1271305_Ae_vexans - COX1 gene,RMNH.INS.1271306_Ae_vexans - COX1 gene,RMNH.INS.1271307_Cs_annulata - COX1 gene,RMNH.INS.1271308_Cs_annulata - COX1 gene,RMNH.INS.1271309_Cs_annulata - COX1 gene,RMNH.INS.1271310_An_claviger - COX1 gene,RMNH.INS.1271311_An_claviger - COX1 gene,RMNH.INS.1271312_An_claviger - COX1 gene,RMNH.INS.1271313_Cx_modestus - COX1 gene,RMNH.INS.1271314_Cx_modestus - COX1 gene,RMNH.INS.1271315_Cx_modestus - COX1 gene,RMNH.INS.1271316_Cx_territans - COX1 gene,RMNH.INS.1271317_Cx_territans - COX1 gene,RMNH.INS.1271318_Cx_territans - COX1 gene,RMNH.INS.1271319_Ae_cinereus - COX1 gene,RMNH.INS.1271320_Ae_cinereus - COX1 gene,RMNH.INS.1271321_Ae_cinereus - COX1 gene,RMNH.INS.1271322_Cs_longiareolata - COX1 gene,RMNH.INS.1271323_Cs_longiareolata - COX1 gene,RMNH.INS.1271324_Cs_longiareolata - COX1 gene,RMNH.INS.1271325_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271326_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271327_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271328_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271329_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271330_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271331_Ae_rusticus - COX1 gene,RMNH.INS.1271332_Ae_rusticus - COX1 gene,RMNH.INS.1271333_Ae_rusticus - COX1 gene,RMNH.INS.1271334_Ae_communis - COX1 gene,RMNH.INS.1271335_Ae_communis - COX1 gene,RMNH.INS.1271336_Ae_communis - COX1 gene,RMNH.INS.1271337_Ae_punctor - COX1 gene,RMNH.INS.1271338_Ae_rusticus - COX1 gene,RMNH.INS.1271339_Ae_punctor - COX1 gene,RMNH.INS.1271340_Ae_geniculatus - COX1 gene,RMNH.INS.1271341_Ae_geniculatus - COX1 gene,RMNH.INS.1271342_Ae_geniculatus - COX1 gene,RMNH.INS.1271344_Cs_subochrea - COX1 gene,RMNH.INS.1271345_Cs_annulata - COX1 gene,RMNH.INS.1271346_Ae_caspius - COX1 gene,RMNH.INS.1271347_Ae_caspius - COX1 gene,RMNH.INS.1271348_Ae_caspius - COX1 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271352_Cs_annulata - COX1 gene,RMNH.INS.1271354_Cs_annulata - COX1 gene,RMNH.INS.1271355_Cx_pipiens - COX1 gene,RMNH.INS.1271356_Cx_pipiens - COX1 gene,RMNH.INS.1271357_Cx_pipiens - COX1 gene,RMNH.INS.1271358_Cs_morsitans - COX1 gene,RMNH.INS.1271359_Cs_morsitans - COX1 gene,RMNH.INS.1271360_Cs_morsitans - COX1 gene,RMNH.INS.1271361_Ae_sticticus - COX1 gene,RMNH.INS.1271362_Ae_sticticus - COX1 gene,RMNH.INS.1271363_Ae_sticticus - COX1 gene,RMNH.INS.1271367_Ae_detritus - COX1 gene,RMNH.INS.1271368_Ae_detritus - COX1 gene,RMNH.INS.1271369_Ae_caspius - COX1 gene,RMNH.INS.1271370_Ae_flavescens - COX1 gene,RMNH.INS.1271371_Ae_flavescens - COX1 gene,RMNH.INS.1271372_Ae_flavescens - COX1 gene,RMNH.INS.1271375_Ae_leucomelas - COX1 gene,RMNH.INS.1271376_Ae_albopictus - COX1 gene,RMNH.INS.1271377_Ae_albopictus - COX1 gene,RMNH.INS.1271378_Ae_albopictus - COX1 gene,RMNH.INS.1271379_Ae_japonicus - COX1 gene,RMNH.INS.1271380_Ae_japonicus - COX1 gene,RMNH.INS.1271381_Ae_japonicus - COX1 gene,RMNH.INS.1271382_Ae_aegypti - COX1 gene,RMNH.INS.1271383_Ae_aegypti - COX1 gene,RMNH.INS.1271384_Ae_aegypti - COX1 gene,RMNH.INS.1271386_Ae_cinereus - COX1 gene,RMNH.INS.1271389_Cs_ochroptera - COX1 gene
RMNH.INS.1271359_Cs_morsitans - COX1 gene,85.149,85.344,85.603,84.825,84.76,84.76,87.03,87.095,87.03,88.067,88.067,88.067,85.603,85.798,85.603,87.808,87.613,87.678,87.419,87.289,87.289,86.511,86.511,86.641,87.484,87.484,87.484,86.511,86.381,86.576,86.511,86.835,86.576,87.938,87.873,87.743,86.9,87.095,87.095,86.628,87.808,86.628,86.511,86.511,86.511,88.086,88.067,86.641,87.224,86.965,85.019,85.019,85.019,88.067,88.067,87.743,87.808,87.873,99.806,,100,87.808,87.808,87.613,86.9,87.224,87.289,87.16,87.16,87.095,87.354,85.473,85.473,85.409,86.835,86.835,86.9,86.965,86.965,87.549,86.511,90.597
RMNH.INS.1271360_Cs_morsitans - COX1 gene,85.149,85.344,85.603,84.825,84.76,84.76,87.03,87.095,87.03,88.067,88.067,88.067,85.603,85.798,85.603,87.808,87.613,87.678,87.419,87.289,87.289,86.511,86.511,86.641,87.484,87.484,87.484,86.511,86.381,86.576,86.511,86.835,86.576,87.938,87.873,87.743,86.9,87.095,87.095,86.628,87.808,86.628,86.511,86.511,86.511,88.086,88.067,86.641,87.224,86.965,85.019,85.019,85.019,88.067,88.067,87.743,87.808,87.873,99.806,100,,87.808,87.808,87.613,86.9,87.224,87.289,87.16,87.16,87.095,87.354,85.473,85.473,85.409,86.835,86.835,86.9,86.965,86.965,87.549,86.511,90.597
RMNH.INS.1271361_Ae_sticticus - COX1 gene,85.473,85.668,85.668,85.538,85.344,85.344,89.948,90.013,89.883,87.743,87.873,87.873,86.122,86.252,86.122,88.586,88.327,88.327,87.354,87.419,87.224,88.262,88.262,88.197,87.16,87.16,87.16,90.337,90.532,90.337,90.337,90.208,90.272,91.245,91.18,91.18,91.31,91.505,91.505,89.818,91.115,89.818,89.17,89.17,89.17,87.76,87.873,91.375,91.569,91.505,86.511,86.511,86.511,87.873,87.873,88.846,88.911,88.975,87.938,87.808,87.808,,100,99.805,90.661,90.791,91.505,90.078,90.078,90.143,91.18,88.067,88.067,87.938,89.624,89.624,89.818,89.235,89.17,89.3,88.067,88.392
RMNH.INS.1271362_Ae_sticticus - COX1 gene,85.473,85.668,85.668,85.538,85.344,85.344,89.948,90.013,89.883,87.743,87.873,87.873,86.122,86.252,86.122,88.586,88.327,88.327,87.354,87.419,87.224,88.262,88.262,88.197,87.16,87.16,87.16,90.337,90.532,90.337,90.337,90.208,90.272,91.245,91.18,91.18,91.31,91.505,91.505,89.818,91.115,89.818,89.17,89.17,89.17,87.76,87.873,91.375,91.569,91.505,86.511,86.511,86.511,87.873,87.873,88.846,88.911,88.975,87.938,87.808,87.808,100,,99.805,90.661,90.791,91.505,90.078,90.078,90.143,91.18,88.067,88.067,87.938,89.624,89.624,89.818,89.235,89.17,89.3,88.067,88.392
RMNH.INS.1271363_Ae_sticticus - COX1 gene,85.409,85.603,85.603,85.473,85.279,85.279,89.754,89.818,89.689,87.613,87.743,87.743,86.122,86.252,86.122,88.457,88.197,88.197,87.289,87.354,87.16,88.327,88.327,88.262,87.03,87.03,87.03,90.272,90.467,90.272,90.272,90.143,90.208,91.245,91.18,91.18,91.245,91.44,91.44,89.754,91.115,89.754,89.235,89.235,89.235,87.63,87.743,91.31,91.505,91.44,86.381,86.381,86.381,87.743,87.743,88.716,88.781,88.846,87.743,87.613,87.613,99.805,99.805,,90.532,90.791,91.44,90.013,90.013,90.078,91.115,88.132,88.132,88.003,89.494,89.494,89.689,89.105,89.04,89.17,88.003,88.262
RMNH.INS.1271367_Ae_detritus - COX1 gene,86.576,86.77,86.706,84.501,84.306,84.306,89.235,89.3,89.17,87.808,87.678,87.678,85.863,85.992,85.863,88.003,87.613,87.613,87.224,87.16,87.03,88.457,88.457,88.262,87.289,87.289,87.289,91.051,91.31,91.44,91.18,91.051,91.051,91.115,91.051,90.921,91.505,91.699,91.699,90.856,90.986,90.856,89.624,89.624,89.624,87.63,87.678,90.661,90.597,90.532,85.149,85.149,85.149,87.678,87.678,88.392,88.392,88.327,87.03,86.9,86.9,90.661,90.661,90.532,,98.249,90.532,90.921,90.921,90.791,90.986,87.678,87.678,87.549,89.105,89.105,89.3,88.132,88.457,88.132,88.392,87.938
RMNH.INS.1271368_Ae_detritus - COX1 gene,86.77,86.965,87.16,84.501,84.436,84.436,89.364,89.429,89.3,88.132,88.003,88.003,86.381,86.316,86.252,88.392,88.003,88.003,87.16,87.095,86.965,88.586,88.586,88.457,87.289,87.289,87.289,91.245,91.505,91.505,91.245,91.245,91.115,91.31,91.245,91.115,91.569,91.764,91.764,90.921,91.18,90.921,89.689,89.689,89.689,87.891,88.003,90.986,91.18,91.115,84.825,84.825,84.825,88.003,88.003,88.911,88.911,88.846,87.289,87.224,87.224,90.791,90.791,90.791,98.249,,91.115,91.051,91.051,90.921,91.245,87.613,87.613,87.484,89.17,89.17,89.364,88.197,88.521,88.457,88.392,88.003
RMNH.INS.1271369_Ae_caspius - COX1 gene,87.419,87.613,87.613,85.798,85.668,85.668,90.726,90.791,90.726,88.457,88.392,88.392,86.641,86.706,86.641,88.521,88.327,88.262,87.678,87.613,87.419,89.04,89.04,89.105,87.419,87.419,87.419,92.153,92.088,92.088,92.153,91.958,91.829,91.829,91.699,91.764,92.542,92.737,92.737,90.921,91.699,90.921,90.532,90.532,90.532,88.086,88.392,99.027,99.805,99.287,86.057,86.057,86.057,88.392,88.392,89.559,89.624,89.559,87.419,87.289,87.289,91.505,91.505,91.44,90.532,91.115,,92.023,92.023,91.958,91.699,88.716,88.716,88.586,90.337,90.337,90.467,89.235,89.105,89.17,88.911,88.521
RMNH.INS.1271370_Ae_flavescens - COX1 gene,85.733,85.927,85.863,84.76,84.63,84.63,90.078,90.143,90.013,87.16,87.16,87.16,85.733,85.668,85.603,86.706,86.835,86.77,86.965,86.965,86.77,87.613,87.613,87.808,86.576,86.576,86.576,95.59,95.655,95.785,95.59,95.72,95.525,91.375,91.44,91.44,90.856,91.051,91.051,90.532,91.375,90.532,90.143,90.143,90.143,86.979,87.16,91.764,91.958,91.894,85.538,85.538,85.538,87.16,87.16,88.003,88.067,88.132,87.224,87.16,87.16,90.078,90.078,90.013,90.921,91.051,92.023,,100,99.546,92.348,87.549,87.549,87.419,89.429,89.429,89.494,88.392,88.521,88.586,87.613,87.484
RMNH.INS.1271371_Ae_flavescens - COX1 gene,85.733,85.927,85.863,84.76,84.63,84.63,90.078,90.143,90.013,87.16,87.16,87.16,85.733,85.668,85.603,86.706,86.835,86.77,86.965,86.965,86.77,87.613,87.613,87.808,86.576,86.576,86.576,95.59,95.655,95.785,95.59,95.72,95.525,91.375,91.44,91.44,90.856,91.051,91.051,90.532,91.375,90.532,90.143,90.143,90.143,86.979,87.16,91.764,91.958,91.894,85.538,85.538,85.538,87.16,87.16,88.003,88.067,88.132,87.224,87.16,87.16,90.078,90.078,90.013,90.921,91.051,92.023,100,,99.546,92.348,87.549,87.549,87.419,89.429,89.429,89.494,88.392,88.521,88.586,87.613,87.484
RMNH.INS.1271372_Ae_flavescens - COX1 gene,85.733,85.927,85.863,84.565,84.436,84.436,90.272,90.337,90.208,86.965,86.965,86.965,85.409,85.473,85.409,86.77,87.03,86.965,86.77,86.77,86.576,87.678,87.678,87.873,86.641,86.641,86.641,95.655,95.72,95.85,95.655,95.785,95.59,91.375,91.44,91.44,90.856,91.051,91.051,90.597,91.375,90.597,90.143,90.143,90.143,86.914,86.965,91.829,92.023,91.958,85.603,85.603,85.603,86.965,86.965,88.067,88.132,88.197,87.16,87.095,87.095,90.143,90.143,90.078,90.791,90.921,91.958,99.546,99.546,,92.412,87.419,87.419,87.289,89.429,89.429,89.494,88.457,88.457,88.651,87.549,87.419
RMNH.INS.1271375_Ae_leucomelas - COX1 gene,86.511,86.446,86.641,85.409,85.409,85.409,90.143,90.208,90.078,87.354,87.419,87.419,86.576,86.77,86.576,88.197,87.938,87.938,86.706,86.641,86.446,89.04,89.04,89.105,86.77,86.77,86.77,92.283,92.477,92.672,92.412,92.348,92.088,91.375,91.44,91.31,92.283,92.348,92.348,91.958,91.375,91.958,90.208,90.208,90.208,88.021,87.419,91.505,91.764,91.764,85.927,85.927,85.927,87.419,87.419,88.846,88.911,88.975,87.289,87.354,87.354,91.18,91.18,91.115,90.986,91.245,91.699,92.348,92.348,92.412,,87.484,87.484,87.354,89.559,89.559,89.624,88.457,88.457,88.846,88.781,88.392
RMNH.INS.1271376_Ae_albopictus - COX1 gene,86.187,86.381,86.122,84.955,84.76,84.76,89.17,89.235,89.105,86.77,86.77,86.706,85.279,85.344,85.279,86.576,86.576,86.446,86.057,86.122,85.927,89.04,89.04,88.911,86.77,86.77,86.77,87.678,87.873,87.808,87.678,87.743,87.743,88.327,88.262,88.262,87.938,88.132,88.132,87.808,88.197,87.808,87.873,87.873,87.873,86.523,86.77,88.392,88.521,88.521,86.187,86.187,86.187,86.77,86.77,87.549,87.613,87.549,85.538,85.473,85.473,88.067,88.067,88.132,87.678,87.613,88.716,87.549,87.549,87.419,87.484,,100,99.87,88.327,88.327,88.521,89.689,89.818,89.818,88.781,86.446
RMNH.INS.1271377_Ae_albopictus - COX1 gene,86.187,86.381,86.122,84.955,84.76,84.76,89.17,89.235,89.105,86.77,86.77,86.706,85.279,85.344,85.279,86.576,86.576,86.446,86.057,86.122,85.927,89.04,89.04,88.911,86.77,86.77,86.77,87.678,87.873,87.808,87.678,87.743,87.743,88.327,88.262,88.262,87.938,88.132,88.132,87.808,88.197,87.808,87.873,87.873,87.873,86.523,86.77,88.392,88.521,88.521,86.187,86.187,86.187,86.77,86.77,87.549,87.613,87.549,85.538,85.473,85.473,88.067,88.067,88.132,87.678,87.613,88.716,87.549,87.549,87.419,87.484,100,,99.87,88.327,88.327,88.521,89.689,89.818,89.818,88.781,86.446
RMNH.INS.1271378_Ae_albopictus - COX1 gene,86.122,86.316,86.057,84.825,84.63,84.63,89.04,89.105,88.975,86.77,86.77,86.706,85.149,85.214,85.149,86.446,86.446,86.316,85.927,85.992,85.798,88.975,88.975,88.846,86.641,86.641,86.641,87.549,87.743,87.678,87.549,87.613,87.613,88.262,88.197,88.197,87.808,88.003,88.003,87.678,88.132,87.678,87.808,87.808,87.808,86.393,86.77,88.262,88.392,88.392,86.122,86.122,86.122,86.77,86.77,87.419,87.484,87.419,85.473,85.409,85.409,87.938,87.938,88.003,87.549,87.484,88.586,87.419,87.419,87.289,87.354,99.87,99.87,,88.197,88.197,88.392,89.689,89.818,89.818,88.716,86.381
RMNH.INS.1271379_Ae_japonicus - COX1 gene,86.965,87.16,87.289,85.992,85.927,85.927,89.429,89.494,89.364,86.835,86.77,86.77,85.603,85.733,85.733,86.965,86.965,86.965,87.289,87.224,87.16,88.197,88.197,88.197,86.187,86.187,86.187,89.559,89.624,89.689,89.559,89.754,89.624,90.272,90.078,90.208,89.883,89.818,89.818,89.04,90.143,89.04,88.781,88.781,88.781,86.979,86.77,89.948,90.337,90.337,85.668,85.668,85.668,86.77,86.77,87.808,87.873,87.938,86.77,86.835,86.835,89.624,89.624,89.494,89.105,89.17,90.337,89.429,89.429,89.429,89.559,88.327,88.327,88.197,,100,99.676,89.3,89.04,89.04,88.197,87.808
RMNH.INS.1271380_Ae_japonicus - COX1 gene,86.965,87.16,87.289,85.992,85.927,85.927,89.429,89.494,89.364,86.835,86.77,86.77,85.603,85.733,85.733,86.965,86.965,86.965,87.289,87.224,87.16,88.197,88.197,88.197,86.187,86.187,86.187,89.559,89.624,89.689,89.559,89.754,89.624,90.272,90.078,90.208,89.883,89.818,89.818,89.04,90.143,89.04,88.781,88.781,88.781,86.979,86.77,89.948,90.337,90.337,85.668,85.668,85.668,86.77,86.77,87.808,87.873,87.938,86.77,86.835,86.835,89.624,89.624,89.494,89.105,89.17,90.337,89.429,89.429,89.429,89.559,88.327,88.327,88.197,100,,99.676,89.3,89.04,89.04,88.197,87.808
RMNH.INS.1271381_Ae_japonicus - COX1 gene,87.16,87.354,87.484,86.057,85.992,85.992,89.494,89.559,89.429,86.965,86.9,86.9,85.603,85.733,85.733,87.095,87.095,87.095,87.484,87.419,87.354,88.262,88.262,88.262,86.381,86.381,86.381,89.624,89.689,89.754,89.624,89.948,89.818,90.208,90.143,90.143,89.883,89.818,89.818,89.235,90.078,89.235,88.716,88.716,88.716,87.109,86.9,89.948,90.467,90.337,85.798,85.798,85.798,86.9,86.9,87.743,87.808,87.873,86.965,86.9,86.9,89.818,89.818,89.689,89.3,89.364,90.467,89.494,89.494,89.494,89.624,88.521,88.521,88.392,99.676,99.676,,89.235,89.105,89.105,88.132,87.743
RMNH.INS.1271382_Ae_aegypti - COX1 gene,85.927,86.122,85.992,85.409,85.214,85.214,90.597,90.597,90.597,86.187,86.187,86.122,85.409,85.473,85.473,87.095,86.835,86.77,86.706,86.641,86.446,89.624,89.624,89.559,86.77,86.77,86.77,88.846,88.911,89.17,88.846,88.846,88.716,89.3,89.235,89.235,87.938,88.132,88.132,87.938,89.17,87.938,87.289,87.289,87.289,86.198,86.187,89.04,89.17,89.235,85.927,85.927,85.927,86.187,86.187,88.262,88.327,88.392,87.03,86.965,86.965,89.235,89.235,89.105,88.132,88.197,89.235,88.392,88.392,88.457,88.457,89.689,89.689,89.689,89.3,89.3,89.235,,98.444,98.119,89.624,87.613
RMNH.INS.1271383_Ae_aegypti - COX1 gene,86.446,86.641,86.511,85.538,85.344,85.344,90.467,90.467,90.467,86.641,86.641,86.576,85.344,85.409,85.409,87.289,87.16,86.965,86.965,86.9,86.835,89.754,89.754,89.689,86.965,86.965,86.965,88.911,89.105,89.3,88.911,89.17,89.04,89.429,89.364,89.364,87.938,88.132,88.132,87.938,89.3,87.938,87.16,87.16,87.16,86.458,86.641,88.781,89.04,88.975,86.252,86.252,86.252,86.641,86.641,88.067,88.132,88.197,87.03,86.965,86.965,89.17,89.17,89.04,88.457,88.521,89.105,88.521,88.521,88.457,88.457,89.818,89.818,89.818,89.04,89.04,89.105,98.444,,98.508,89.754,87.678
RMNH.INS.1271384_Ae_aegypti - COX1 gene,85.992,86.187,86.576,85.538,85.473,85.473,90.532,90.532,90.532,86.511,86.511,86.446,85.603,85.668,85.668,87.289,87.289,87.095,86.835,86.9,86.706,89.754,89.754,89.689,87.095,87.095,87.095,88.781,88.975,88.911,88.781,89.04,88.911,89.17,89.105,89.105,88.067,88.262,88.262,88.197,89.04,88.197,87.678,87.678,87.678,86.458,86.511,88.716,89.105,89.04,86.057,86.057,86.057,86.511,86.511,87.808,87.873,87.938,87.613,87.549,87.549,89.3,89.3,89.17,88.132,88.457,89.17,88.586,88.586,88.651,88.846,89.818,89.818,89.818,89.04,89.04,89.105,98.119,98.508,,89.624,87.613
RMNH.INS.1271386_Ae_cinereus - COX1 gene,86.381,86.576,86.316,84.955,84.89,84.89,89.624,89.689,89.559,86.511,86.576,86.576,84.955,85.019,84.955,87.354,87.354,87.289,86.835,86.77,86.706,99.481,99.481,99.351,86.576,86.576,86.576,88.132,88.327,88.457,88.132,88.327,88.067,89.883,89.818,89.818,87.549,87.613,87.613,87.16,89.754,87.16,87.419,87.419,87.419,86.523,86.576,88.586,88.846,88.651,86.316,86.316,86.316,86.576,86.576,88.197,88.197,88.132,86.446,86.511,86.511,88.067,88.067,88.003,88.392,88.392,88.911,87.613,87.613,87.549,88.781,88.781,88.781,88.716,88.197,88.197,88.132,89.624,89.754,89.624,,86.446
RMNH.INS.1271389_Cs_ochroptera - COX1 gene,86.381,86.576,86.576,85.863,85.798,85.798,88.975,88.975,88.911,89.3,89.3,89.3,86.252,86.381,86.252,89.105,88.781,88.975,87.16,87.224,87.16,86.446,86.446,86.446,88.262,88.262,88.262,87.484,87.549,87.678,87.484,87.354,87.224,88.975,88.911,88.846,88.586,88.651,88.651,86.835,88.846,86.835,87.484,87.484,87.484,89.128,89.3,88.457,88.521,88.716,86.122,86.122,86.122,89.3,89.3,89.559,89.624,89.559,90.597,90.597,90.597,88.392,88.392,88.262,87.938,88.003,88.521,87.484,87.484,87.419,88.392,86.446,86.446,86.381,87.808,87.808,87.743,87.613,87.678,87.613,86.446,
