,RMNH.INS.1271298_An_messeae - ND4 gene,RMNH.INS.1271299_An_messeae - ND4 gene,RMNH.INS.1271300_An_messeae - ND4 gene,RMNH.INS.1271301_Cq_richiardii - ND4 gene,RMNH.INS.1271302_Cq_richiardii - ND4 gene,RMNH.INS.1271303_Cq_richiardii - ND4 gene,RMNH.INS.1271304_Ae_vexans - ND4 gene,RMNH.INS.1271305_Ae_vexans - ND4 gene,RMNH.INS.1271306_Ae_vexans - ND4 gene,RMNH.INS.1271307_Cs_annulata - ND4 gene,RMNH.INS.1271308_Cs_annulata - ND4 gene,RMNH.INS.1271309_Cs_annulata - ND4 gene,RMNH.INS.1271310_An_claviger - ND4 gene,RMNH.INS.1271311_An_claviger - ND4 gene,RMNH.INS.1271312_An_claviger - ND4 gene,RMNH.INS.1271313_Cx_modestus - ND4 gene,RMNH.INS.1271314_Cx_modestus - ND4 gene,RMNH.INS.1271315_Cx_modestus - ND4 gene,RMNH.INS.1271316_Cx_territans - ND4 gene,RMNH.INS.1271317_Cx_territans - ND4 gene,RMNH.INS.1271318_Cx_territans - ND4 gene,RMNH.INS.1271319_Ae_cinereus - ND4 gene,RMNH.INS.1271320_Ae_cinereus - ND4 gene,RMNH.INS.1271321_Ae_cinereus - ND4 gene,RMNH.INS.1271322_Cs_longiareolata - ND4 gene,RMNH.INS.1271323_Cs_longiareolata - ND4 gene,RMNH.INS.1271324_Cs_longiareolata - ND4 gene,RMNH.INS.1271325_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271326_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271327_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271328_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271329_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271330_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271331_Ae_rusticus - ND4 gene,RMNH.INS.1271332_Ae_rusticus - ND4 gene,RMNH.INS.1271333_Ae_rusticus - ND4 gene,RMNH.INS.1271334_Ae_communis - ND4 gene,RMNH.INS.1271335_Ae_communis - ND4 gene,RMNH.INS.1271336_Ae_communis - ND4 gene,RMNH.INS.1271337_Ae_punctor - ND4 gene,RMNH.INS.1271338_Ae_rusticus - ND4 gene,RMNH.INS.1271339_Ae_punctor - ND4 gene,RMNH.INS.1271340_Ae_geniculatus - ND4 gene,RMNH.INS.1271341_Ae_geniculatus - ND4 gene,RMNH.INS.1271342_Ae_geniculatus - ND4 gene,RMNH.INS.1271344_Cs_subochrea - ND4 gene,RMNH.INS.1271345_Cs_annulata - ND4 gene,RMNH.INS.1271346_Ae_caspius - ND4 gene,RMNH.INS.1271347_Ae_caspius - ND4 gene,RMNH.INS.1271348_Ae_caspius - ND4 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - ND4 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - ND4 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - ND4 gene,RMNH.INS.1271352_Cs_annulata - ND4 gene,RMNH.INS.1271354_Cs_annulata - ND4 gene,RMNH.INS.1271355_Cx_pipiens - ND4 gene,RMNH.INS.1271356_Cx_pipiens - ND4 gene,RMNH.INS.1271357_Cx_pipiens - ND4 gene,RMNH.INS.1271358_Cs_morsitans - ND4 gene,RMNH.INS.1271359_Cs_morsitans - ND4 gene,RMNH.INS.1271360_Cs_morsitans - ND4 gene,RMNH.INS.1271361_Ae_sticticus - ND4 gene,RMNH.INS.1271362_Ae_sticticus - ND4 gene,RMNH.INS.1271363_Ae_sticticus - ND4 gene,RMNH.INS.1271367_Ae_detritus - ND4 gene,RMNH.INS.1271368_Ae_detritus - ND4 gene,RMNH.INS.1271369_Ae_caspius - ND4 gene,RMNH.INS.1271370_Ae_flavescens - ND4 gene,RMNH.INS.1271371_Ae_flavescens - ND4 gene,RMNH.INS.1271372_Ae_flavescens - ND4 gene,RMNH.INS.1271375_Ae_leucomelas - ND4 gene,RMNH.INS.1271376_Ae_albopictus - ND4 gene,RMNH.INS.1271377_Ae_albopictus - ND4 gene,RMNH.INS.1271378_Ae_albopictus - ND4 gene,RMNH.INS.1271379_Ae_japonicus - ND4 gene,RMNH.INS.1271380_Ae_japonicus - ND4 gene,RMNH.INS.1271381_Ae_japonicus - ND4 gene,RMNH.INS.1271382_Ae_aegypti - ND4 gene,RMNH.INS.1271383_Ae_aegypti - ND4 gene,RMNH.INS.1271384_Ae_aegypti - ND4 gene,RMNH.INS.1271386_Ae_cinereus - ND4 gene,RMNH.INS.1271389_Cs_ochroptera - ND4 gene
RMNH.INS.1271359_Cs_morsitans - ND4 gene,82.371,82.448,82.448,83.871,84.025,84.025,88.249,88.095,88.249,88.786,88.786,88.71,81.986,82.294,81.986,85.945,86.636,86.713,86.559,86.406,86.406,87.519,87.442,87.519,86.482,86.482,86.482,88.479,88.402,88.326,88.556,88.249,88.249,87.481,87.558,87.481,87.558,87.865,87.788,86.329,87.481,86.329,86.713,86.79,86.713,88.095,88.786,88.786,88.786,88.71,82.14,82.14,82.14,88.863,88.786,87.481,87.481,87.481,99.923,,99.923,87.711,87.711,87.711,87.097,87.02,88.786,87.711,87.711,87.481,87.25,86.822,86.589,86.822,86.252,86.252,86.252,87.558,87.25,87.634,87.597,91.782
RMNH.INS.1271360_Cs_morsitans - ND4 gene,82.294,82.371,82.371,83.794,83.948,83.948,88.172,88.018,88.172,88.786,88.786,88.71,81.986,82.294,81.986,85.868,86.559,86.636,86.559,86.406,86.406,87.519,87.442,87.519,86.406,86.406,86.406,88.402,88.326,88.402,88.479,88.326,88.326,87.404,87.481,87.404,87.558,87.865,87.788,86.406,87.404,86.406,86.713,86.79,86.713,88.095,88.786,88.786,88.786,88.71,82.063,82.063,82.063,88.863,88.786,87.404,87.404,87.404,100,99.923,,87.788,87.788,87.788,87.097,87.02,88.786,87.634,87.634,87.404,87.174,86.822,86.589,86.822,86.252,86.252,86.252,87.558,87.25,87.634,87.597,91.782
RMNH.INS.1271361_Ae_sticticus - ND4 gene,83.147,83.147,83.072,84.747,84.821,84.821,92.113,92.039,91.964,89.286,89.286,89.435,82.849,83.072,82.849,86.161,87.128,86.979,86.012,85.938,85.938,90.698,90.62,90.62,86.979,86.979,86.979,93.006,92.932,92.783,93.08,92.708,92.783,92.039,92.113,92.039,92.188,92.411,92.336,91.667,92.113,91.667,91.89,91.815,91.89,89.017,89.286,92.783,93.006,92.708,83.445,83.445,83.445,89.36,89.286,88.021,88.021,88.021,87.788,87.711,87.788,,100,100,92.113,91.815,93.006,92.857,92.857,92.634,92.188,89.147,88.76,89.147,90.327,90.327,90.179,92.113,91.815,92.039,90.62,87.634
RMNH.INS.1271362_Ae_sticticus - ND4 gene,83.147,83.147,83.072,84.747,84.821,84.821,92.113,92.039,91.964,89.286,89.286,89.435,82.849,83.072,82.849,86.161,87.128,86.979,86.012,85.938,85.938,90.698,90.62,90.62,86.979,86.979,86.979,93.006,92.932,92.783,93.08,92.708,92.783,92.039,92.113,92.039,92.188,92.411,92.336,91.667,92.113,91.667,91.89,91.815,91.89,89.017,89.286,92.783,93.006,92.708,83.445,83.445,83.445,89.36,89.286,88.021,88.021,88.021,87.788,87.711,87.788,100,,100,92.113,91.815,93.006,92.857,92.857,92.634,92.188,89.147,88.76,89.147,90.327,90.327,90.179,92.113,91.815,92.039,90.62,87.634
RMNH.INS.1271363_Ae_sticticus - ND4 gene,83.147,83.147,83.072,84.747,84.821,84.821,92.113,92.039,91.964,89.286,89.286,89.435,82.849,83.072,82.849,86.161,87.128,86.979,86.012,85.938,85.938,90.698,90.62,90.62,86.979,86.979,86.979,93.006,92.932,92.783,93.08,92.708,92.783,92.039,92.113,92.039,92.188,92.411,92.336,91.667,92.113,91.667,91.89,91.815,91.89,89.017,89.286,92.783,93.006,92.708,83.445,83.445,83.445,89.36,89.286,88.021,88.021,88.021,87.788,87.711,87.788,100,100,,92.113,91.815,93.006,92.857,92.857,92.634,92.188,89.147,88.76,89.147,90.327,90.327,90.179,92.113,91.815,92.039,90.62,87.634
RMNH.INS.1271367_Ae_detritus - ND4 gene,83.594,83.594,83.445,85.64,85.789,85.789,91.89,91.741,91.815,90.699,90.625,90.625,84.564,84.638,84.489,87.054,87.426,87.426,87.351,87.277,87.277,91.86,91.783,91.783,87.277,87.277,87.277,92.932,92.857,92.932,93.006,92.783,92.857,93.08,93.155,93.08,92.188,92.336,92.262,91.815,93.155,91.815,92.336,92.411,92.336,89.708,90.625,92.783,92.783,92.708,83.818,83.818,83.818,90.699,90.625,89.137,89.137,89.137,87.097,87.097,87.097,92.113,92.113,92.113,,98.735,92.783,92.932,92.932,92.708,92.262,90.388,90.233,90.388,90.253,90.253,90.179,92.039,91.815,91.964,91.86,88.94
RMNH.INS.1271368_Ae_detritus - ND4 gene,83.296,83.296,83.296,85.342,85.491,85.491,91.592,91.443,91.518,90.104,90.03,90.03,84.265,84.265,84.116,86.83,87.202,87.351,87.202,87.128,87.128,91.163,91.085,91.24,86.607,86.607,86.607,92.708,92.634,92.708,92.783,92.56,92.634,92.634,92.708,92.634,91.964,92.113,92.039,90.923,92.708,90.923,92.262,92.336,92.262,89.324,90.03,92.56,92.56,92.485,83.371,83.371,83.371,90.104,90.03,88.542,88.542,88.542,87.02,87.02,87.02,91.815,91.815,91.815,98.735,,92.56,92.857,92.857,92.634,91.741,89.845,89.69,89.845,89.881,89.881,89.881,91.815,91.592,91.592,91.318,88.71
RMNH.INS.1271369_Ae_caspius - ND4 gene,84.116,84.116,84.042,85.342,85.417,85.417,93.899,93.75,93.899,91.146,91.146,91.146,84.191,84.191,84.191,87.351,87.872,87.798,87.574,87.5,87.5,91.55,91.473,91.55,87.426,87.426,87.426,94.42,94.345,94.196,94.494,94.196,94.345,93.527,93.601,93.527,93.006,93.304,93.229,91.741,93.601,91.741,91.815,91.89,91.815,91.091,91.146,99.628,100,99.554,83.818,83.818,83.818,91.22,91.146,89.286,89.286,89.286,88.786,88.786,88.786,93.006,93.006,93.006,92.783,92.56,,94.122,94.122,93.899,93.676,91.008,90.698,91.008,90.253,90.253,90.179,92.336,92.336,92.336,91.55,89.555
RMNH.INS.1271370_Ae_flavescens - ND4 gene,82.774,82.774,82.625,85.119,85.193,85.193,92.485,92.336,92.485,90.253,90.253,90.402,82.998,83.072,83.072,86.384,87.277,87.426,86.83,86.905,86.905,91.24,91.163,91.24,87.872,87.872,87.872,97.173,97.098,97.024,97.098,96.949,97.098,93.155,93.229,93.229,93.006,93.304,93.229,91.89,93.229,91.89,92.113,92.188,92.113,90.015,90.253,93.973,94.122,93.899,83.296,83.296,83.296,90.327,90.253,88.988,88.988,88.988,87.634,87.711,87.634,92.857,92.857,92.857,92.932,92.857,94.122,,100,99.628,94.866,90.388,90.078,90.388,90.253,90.253,90.179,91.443,91.071,91.146,91.24,88.863
RMNH.INS.1271371_Ae_flavescens - ND4 gene,82.774,82.774,82.625,85.119,85.193,85.193,92.485,92.336,92.485,90.253,90.253,90.402,82.998,83.072,83.072,86.384,87.277,87.426,86.83,86.905,86.905,91.24,91.163,91.24,87.872,87.872,87.872,97.173,97.098,97.024,97.098,96.949,97.098,93.155,93.229,93.229,93.006,93.304,93.229,91.89,93.229,91.89,92.113,92.188,92.113,90.015,90.253,93.973,94.122,93.899,83.296,83.296,83.296,90.327,90.253,88.988,88.988,88.988,87.634,87.711,87.634,92.857,92.857,92.857,92.932,92.857,94.122,100,,99.628,94.866,90.388,90.078,90.388,90.253,90.253,90.179,91.443,91.071,91.146,91.24,88.863
RMNH.INS.1271372_Ae_flavescens - ND4 gene,82.55,82.55,82.55,84.896,84.97,84.97,92.262,92.113,92.262,90.179,90.179,90.327,82.774,82.849,82.849,86.161,87.054,87.202,86.607,86.682,86.682,91.008,90.93,91.008,87.649,87.649,87.649,97.098,96.875,96.801,97.024,96.726,96.875,92.932,93.006,93.006,92.783,93.08,93.006,91.667,93.006,91.667,92.039,92.113,92.039,89.785,90.179,93.75,93.899,93.676,83.147,83.147,83.147,90.253,90.179,88.765,88.765,88.765,87.404,87.481,87.404,92.634,92.634,92.634,92.708,92.634,93.899,99.628,99.628,,94.643,90.31,90,90.31,90.179,90.179,90.104,91.22,90.997,91.071,91.008,88.633
RMNH.INS.1271375_Ae_leucomelas - ND4 gene,83.221,83.072,83.147,84.821,84.896,84.896,91.815,91.815,91.815,89.137,89.286,89.286,83.818,83.893,83.818,86.607,87.054,87.202,87.054,86.979,86.979,91.24,91.163,91.24,87.574,87.574,87.574,94.717,94.643,94.494,94.643,94.494,94.494,93.229,93.304,93.229,93.155,93.378,93.304,92.188,93.304,92.188,91.667,91.741,91.667,89.478,89.286,93.676,93.676,93.601,82.998,82.998,82.998,89.211,89.286,88.765,88.765,88.765,87.174,87.25,87.174,92.188,92.188,92.188,92.262,91.741,93.676,94.866,94.866,94.643,,89.69,89.457,89.69,89.807,89.807,89.732,90.699,90.402,90.848,91.085,88.018
RMNH.INS.1271376_Ae_albopictus - ND4 gene,83.217,83.139,82.906,84.651,84.806,84.806,90.775,90.62,90.775,88.915,88.992,88.76,83.528,83.372,83.45,86.124,86.589,86.589,85.426,85.504,85.504,90.233,90.155,90.233,86.047,86.047,86.047,91.085,90.853,90.775,91.163,90.775,90.775,90.62,90.698,90.62,90.62,90.62,90.62,88.76,90.62,88.76,89.612,89.69,89.612,88.14,88.992,90.853,91.008,90.775,82.906,82.906,82.906,89.07,88.992,88.372,88.372,88.372,86.822,86.822,86.822,89.147,89.147,89.147,90.388,89.845,91.008,90.388,90.388,90.31,89.69,,99.612,100,87.907,87.907,87.829,90.543,90.698,90.698,90.31,87.519
RMNH.INS.1271377_Ae_albopictus - ND4 gene,83.061,82.984,82.751,84.651,84.806,84.806,90.543,90.388,90.543,88.605,88.682,88.45,83.372,83.217,83.294,85.814,86.279,86.279,85.194,85.271,85.271,89.845,89.767,89.845,86.047,86.047,86.047,90.775,90.543,90.465,90.853,90.465,90.465,90.31,90.388,90.31,90.31,90.31,90.31,88.527,90.31,88.527,89.225,89.302,89.225,87.829,88.682,90.543,90.698,90.465,82.673,82.673,82.673,88.76,88.682,88.14,88.14,88.14,86.589,86.589,86.589,88.76,88.76,88.76,90.233,89.69,90.698,90.078,90.078,90,89.457,99.612,,99.612,87.907,87.907,87.829,90.233,90.388,90.388,89.922,87.364
RMNH.INS.1271378_Ae_albopictus - ND4 gene,83.217,83.139,82.906,84.651,84.806,84.806,90.775,90.62,90.775,88.915,88.992,88.76,83.528,83.372,83.45,86.124,86.589,86.589,85.426,85.504,85.504,90.233,90.155,90.233,86.047,86.047,86.047,91.085,90.853,90.775,91.163,90.775,90.775,90.62,90.698,90.62,90.62,90.62,90.62,88.76,90.62,88.76,89.612,89.69,89.612,88.14,88.992,90.853,91.008,90.775,82.906,82.906,82.906,89.07,88.992,88.372,88.372,88.372,86.822,86.822,86.822,89.147,89.147,89.147,90.388,89.845,91.008,90.388,90.388,90.31,89.69,100,99.612,,87.907,87.907,87.829,90.543,90.698,90.698,90.31,87.519
RMNH.INS.1271379_Ae_japonicus - ND4 gene,82.55,82.55,82.401,83.482,83.557,83.557,89.807,89.807,89.807,88.542,88.542,88.69,82.998,83.072,83.072,84.152,84.97,84.821,85.342,85.268,85.268,88.295,88.217,88.372,85.863,85.863,85.863,90.402,90.179,90.253,90.476,89.955,90.03,88.914,88.988,88.914,89.658,89.955,89.881,88.914,88.988,88.765,89.658,89.583,89.658,87.788,88.542,90.402,90.253,90.327,82.327,82.327,82.327,88.616,88.542,87.054,87.054,87.054,86.252,86.252,86.252,90.327,90.327,90.327,90.253,89.881,90.253,90.253,90.253,90.179,89.807,87.907,87.907,87.907,,100,99.479,90.179,90.104,90.104,88.217,87.481
RMNH.INS.1271380_Ae_japonicus - ND4 gene,82.55,82.55,82.401,83.482,83.557,83.557,89.807,89.807,89.807,88.542,88.542,88.69,82.998,83.072,83.072,84.152,84.97,84.821,85.342,85.268,85.268,88.295,88.217,88.372,85.863,85.863,85.863,90.402,90.179,90.253,90.476,89.955,90.03,88.914,88.988,88.914,89.658,89.955,89.881,88.914,88.988,88.765,89.658,89.583,89.658,87.788,88.542,90.402,90.253,90.327,82.327,82.327,82.327,88.616,88.542,87.054,87.054,87.054,86.252,86.252,86.252,90.327,90.327,90.327,90.253,89.881,90.253,90.253,90.253,90.179,89.807,87.907,87.907,87.907,100,,99.479,90.179,90.104,90.104,88.217,87.481
RMNH.INS.1271381_Ae_japonicus - ND4 gene,82.476,82.476,82.327,83.705,83.78,83.78,89.583,89.583,89.583,88.467,88.467,88.616,82.923,82.998,82.998,83.929,84.747,84.747,85.268,85.193,85.193,88.217,88.14,88.295,85.714,85.714,85.714,90.327,90.104,90.03,90.402,89.881,89.955,88.839,88.914,88.839,89.732,90.03,89.955,88.839,88.914,88.69,89.732,89.658,89.732,87.711,88.467,90.327,90.179,90.253,82.252,82.252,82.252,88.542,88.467,86.905,86.905,86.905,86.252,86.252,86.252,90.179,90.179,90.179,90.179,89.881,90.179,90.179,90.179,90.104,89.732,87.829,87.829,87.829,99.479,99.479,,90.03,89.955,90.104,88.14,87.25
RMNH.INS.1271382_Ae_aegypti - ND4 gene,83.893,83.893,83.743,84.226,84.375,84.375,91.815,91.741,91.741,89.286,89.286,89.286,84.787,84.937,84.937,86.682,87.426,87.351,87.574,87.5,87.5,90.853,90.775,90.93,86.533,86.533,86.533,91.815,91.592,91.443,91.89,91.518,91.518,91.146,91.22,91.146,91.964,92.188,92.113,90.476,91.22,90.476,91.071,91.146,91.071,88.479,89.286,92.336,92.336,92.262,84.116,84.116,84.116,89.36,89.286,88.765,88.765,88.765,87.558,87.558,87.558,92.113,92.113,92.113,92.039,91.815,92.336,91.443,91.443,91.22,90.699,90.543,90.233,90.543,90.179,90.179,90.03,,98.438,98.735,90.775,88.633
RMNH.INS.1271383_Ae_aegypti - ND4 gene,83.967,83.818,83.893,83.705,83.854,83.854,91.592,91.518,91.518,89.509,89.509,89.509,84.564,84.638,84.638,86.533,87.202,87.202,87.277,87.202,87.202,90.698,90.62,90.775,86.682,86.682,86.682,91.518,91.295,91.146,91.592,91.22,91.22,91.146,91.22,91.146,91.741,91.964,91.89,90.402,91.22,90.402,90.923,90.848,90.923,88.402,89.509,92.336,92.336,92.262,84.116,84.116,84.116,89.583,89.509,88.393,88.393,88.393,87.25,87.25,87.25,91.815,91.815,91.815,91.815,91.592,92.336,91.071,91.071,90.997,90.402,90.698,90.388,90.698,90.104,90.104,89.955,98.438,,98.661,90.62,88.172
RMNH.INS.1271384_Ae_aegypti - ND4 gene,83.893,83.893,83.893,84.301,84.449,84.449,91.89,91.815,91.815,89.509,89.509,89.36,84.862,85.011,84.862,86.682,87.426,87.351,87.798,87.723,87.723,91.008,90.93,91.085,86.682,86.682,86.682,91.89,91.667,91.443,91.964,91.592,91.592,91.443,91.518,91.443,91.964,92.188,92.113,90.476,91.518,90.476,90.997,91.071,90.997,88.402,89.509,92.336,92.336,92.262,84.116,84.116,84.116,89.583,89.509,88.765,88.765,88.765,87.634,87.634,87.634,92.039,92.039,92.039,91.964,91.592,92.336,91.146,91.146,91.071,90.848,90.698,90.388,90.698,90.104,90.104,90.104,98.735,98.661,,90.93,88.402
RMNH.INS.1271386_Ae_cinereus - ND4 gene,82.828,82.984,82.906,84.961,85.039,85.039,91.318,91.318,91.24,89.302,89.302,89.302,83.683,83.683,83.683,86.357,86.899,87.209,86.667,86.589,86.589,99.767,99.69,99.69,87.287,87.287,87.287,92.171,92.093,92.171,92.248,92.016,92.093,91.86,91.938,91.86,90.698,90.93,90.853,89.457,91.938,89.457,89.767,89.845,89.767,88.682,89.302,91.55,91.55,91.473,82.517,82.517,82.517,89.38,89.302,88.217,88.217,88.217,87.597,87.597,87.597,90.62,90.62,90.62,91.86,91.318,91.55,91.24,91.24,91.008,91.085,90.31,89.922,90.31,88.217,88.217,88.14,90.775,90.62,90.93,,89.147
RMNH.INS.1271389_Cs_ochroptera - ND4 gene,83.526,83.526,83.603,85.714,85.791,85.791,89.785,89.785,89.785,89.708,89.708,89.785,83.68,83.603,83.603,87.327,88.326,88.249,87.404,87.327,87.327,89.07,88.992,89.147,87.404,87.404,87.404,89.478,89.401,89.324,89.555,89.247,89.247,88.556,88.633,88.556,88.095,88.402,88.326,87.097,88.556,87.097,87.711,87.788,87.711,89.247,89.708,89.708,89.555,89.631,83.757,83.757,83.757,89.785,89.708,89.017,89.017,89.017,91.782,91.782,91.782,87.634,87.634,87.634,88.94,88.71,89.555,88.863,88.863,88.633,88.018,87.519,87.364,87.519,87.481,87.481,87.25,88.633,88.172,88.402,89.147,
