,RMNH.INS.1271298_An_messeae - COX3 gene,RMNH.INS.1271299_An_messeae - COX3 gene,RMNH.INS.1271300_An_messeae - COX3 gene,RMNH.INS.1271301_Cq_richiardii - COX3 gene,RMNH.INS.1271302_Cq_richiardii - COX3 gene,RMNH.INS.1271303_Cq_richiardii - COX3 gene,RMNH.INS.1271304_Ae_vexans - COX3 gene,RMNH.INS.1271305_Ae_vexans - COX3 gene,RMNH.INS.1271306_Ae_vexans - COX3 gene,RMNH.INS.1271307_Cs_annulata - COX3 gene,RMNH.INS.1271308_Cs_annulata - COX3 gene,RMNH.INS.1271309_Cs_annulata - COX3 gene,RMNH.INS.1271310_An_claviger - COX3 gene,RMNH.INS.1271311_An_claviger - COX3 gene,RMNH.INS.1271312_An_claviger - COX3 gene,RMNH.INS.1271313_Cx_modestus - COX3 gene,RMNH.INS.1271314_Cx_modestus - COX3 gene,RMNH.INS.1271315_Cx_modestus - COX3 gene,RMNH.INS.1271316_Cx_territans - COX3 gene,RMNH.INS.1271317_Cx_territans - COX3 gene,RMNH.INS.1271318_Cx_territans - COX3 gene,RMNH.INS.1271319_Ae_cinereus - COX3 gene,RMNH.INS.1271320_Ae_cinereus - COX3 gene,RMNH.INS.1271321_Ae_cinereus - COX3 gene,RMNH.INS.1271322_Cs_longiareolata - COX3 gene,RMNH.INS.1271323_Cs_longiareolata - COX3 gene,RMNH.INS.1271324_Cs_longiareolata - COX3 gene,RMNH.INS.1271325_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271326_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271327_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271328_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271329_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271330_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271331_Ae_rusticus - COX3 gene,RMNH.INS.1271332_Ae_rusticus - COX3 gene,RMNH.INS.1271333_Ae_rusticus - COX3 gene,RMNH.INS.1271334_Ae_communis - COX3 gene,RMNH.INS.1271335_Ae_communis - COX3 gene,RMNH.INS.1271336_Ae_communis - COX3 gene,RMNH.INS.1271337_Ae_punctor - COX3 gene,RMNH.INS.1271338_Ae_rusticus - COX3 gene,RMNH.INS.1271339_Ae_punctor - COX3 gene,RMNH.INS.1271340_Ae_geniculatus - COX3 gene,RMNH.INS.1271341_Ae_geniculatus - COX3 gene,RMNH.INS.1271342_Ae_geniculatus - COX3 gene,RMNH.INS.1271344_Cs_subochrea - COX3 gene,RMNH.INS.1271345_Cs_annulata - COX3 gene,RMNH.INS.1271346_Ae_caspius - COX3 gene,RMNH.INS.1271347_Ae_caspius - COX3 gene,RMNH.INS.1271348_Ae_caspius - COX3 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - COX3 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - COX3 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - COX3 gene,RMNH.INS.1271352_Cs_annulata - COX3 gene,RMNH.INS.1271354_Cs_annulata - COX3 gene,RMNH.INS.1271355_Cx_pipiens - COX3 gene,RMNH.INS.1271356_Cx_pipiens - COX3 gene,RMNH.INS.1271357_Cx_pipiens - COX3 gene,RMNH.INS.1271358_Cs_morsitans - COX3 gene,RMNH.INS.1271359_Cs_morsitans - COX3 gene,RMNH.INS.1271360_Cs_morsitans - COX3 gene,RMNH.INS.1271361_Ae_sticticus - COX3 gene,RMNH.INS.1271362_Ae_sticticus - COX3 gene,RMNH.INS.1271363_Ae_sticticus - COX3 gene,RMNH.INS.1271367_Ae_detritus - COX3 gene,RMNH.INS.1271368_Ae_detritus - COX3 gene,RMNH.INS.1271369_Ae_caspius - COX3 gene,RMNH.INS.1271370_Ae_flavescens - COX3 gene,RMNH.INS.1271371_Ae_flavescens - COX3 gene,RMNH.INS.1271372_Ae_flavescens - COX3 gene,RMNH.INS.1271375_Ae_leucomelas - COX3 gene,RMNH.INS.1271376_Ae_albopictus - COX3 gene,RMNH.INS.1271377_Ae_albopictus - COX3 gene,RMNH.INS.1271378_Ae_albopictus - COX3 gene,RMNH.INS.1271379_Ae_japonicus - COX3 gene,RMNH.INS.1271380_Ae_japonicus - COX3 gene,RMNH.INS.1271381_Ae_japonicus - COX3 gene,RMNH.INS.1271382_Ae_aegypti - COX3 gene,RMNH.INS.1271383_Ae_aegypti - COX3 gene,RMNH.INS.1271384_Ae_aegypti - COX3 gene,RMNH.INS.1271386_Ae_cinereus - COX3 gene,RMNH.INS.1271389_Cs_ochroptera - COX3 gene
RMNH.INS.1271359_Cs_morsitans - COX3 gene,84.025,84.277,84.403,85.678,85.425,85.425,86.439,86.439,86.439,88.086,87.959,88.086,84.277,84.277,84.151,87.072,86.946,87.199,85.912,85.912,85.912,85.805,85.551,85.425,87.579,87.579,87.579,87.706,87.833,88.086,87.579,88.086,88.34,85.157,85.031,85.031,86.692,86.312,86.312,86.946,85.031,86.946,86.692,86.692,86.692,88.847,87.959,85.932,86.185,85.932,84.151,84.151,84.151,87.959,87.959,88.593,88.466,88.34,100,,100,86.185,86.185,86.058,86.058,85.805,86.185,87.326,87.326,87.326,86.946,86.312,86.312,86.312,87.452,87.452,87.833,86.692,86.565,86.565,85.805,90.875
RMNH.INS.1271360_Cs_morsitans - COX3 gene,84.025,84.277,84.403,85.678,85.425,85.425,86.439,86.439,86.439,88.086,87.959,88.086,84.277,84.277,84.151,87.072,86.946,87.199,85.912,85.912,85.912,85.805,85.551,85.425,87.579,87.579,87.579,87.706,87.833,88.086,87.579,88.086,88.34,85.157,85.031,85.031,86.692,86.312,86.312,86.946,85.031,86.946,86.692,86.692,86.692,88.847,87.959,85.932,86.185,85.932,84.151,84.151,84.151,87.959,87.959,88.593,88.466,88.34,100,100,,86.185,86.185,86.058,86.058,85.805,86.185,87.326,87.326,87.326,86.946,86.312,86.312,86.312,87.452,87.452,87.833,86.692,86.565,86.565,85.805,90.875
RMNH.INS.1271361_Ae_sticticus - COX3 gene,84.151,84.277,84.277,85.932,85.678,85.932,90.114,90.114,89.987,86.819,86.946,87.072,83.019,83.019,82.893,86.185,86.185,86.312,86.164,86.164,86.164,89.227,88.973,88.847,86.439,86.439,86.439,92.395,92.776,92.649,92.269,92.649,92.902,90.44,90.314,90.314,90.494,90.368,90.368,90.241,90.314,90.241,89.734,89.734,89.734,86.946,86.946,91.635,91.635,91.888,83.019,83.019,83.019,86.946,86.946,86.819,86.692,86.819,86.185,86.185,86.185,,100,99.873,89.734,89.354,91.635,92.015,92.015,92.142,92.395,87.706,87.706,87.706,89.227,89.227,89.227,88.593,87.706,88.213,89.227,85.551
RMNH.INS.1271362_Ae_sticticus - COX3 gene,84.151,84.277,84.277,85.932,85.678,85.932,90.114,90.114,89.987,86.819,86.946,87.072,83.019,83.019,82.893,86.185,86.185,86.312,86.164,86.164,86.164,89.227,88.973,88.847,86.439,86.439,86.439,92.395,92.776,92.649,92.269,92.649,92.902,90.44,90.314,90.314,90.494,90.368,90.368,90.241,90.314,90.241,89.734,89.734,89.734,86.946,86.946,91.635,91.635,91.888,83.019,83.019,83.019,86.946,86.946,86.819,86.692,86.819,86.185,86.185,86.185,100,,99.873,89.734,89.354,91.635,92.015,92.015,92.142,92.395,87.706,87.706,87.706,89.227,89.227,89.227,88.593,87.706,88.213,89.227,85.551
RMNH.INS.1271363_Ae_sticticus - COX3 gene,84.025,84.151,84.151,85.805,85.551,85.805,89.987,89.987,89.861,86.946,87.072,87.199,82.893,82.893,82.767,86.058,86.058,86.185,86.038,86.038,86.038,89.1,88.847,88.72,86.565,86.565,86.565,92.269,92.649,92.522,92.142,92.522,92.776,90.314,90.189,90.189,90.368,90.241,90.241,90.114,90.189,90.114,89.607,89.607,89.607,86.819,87.072,91.635,91.508,91.762,82.893,82.893,82.893,87.072,87.072,86.946,86.819,86.946,86.058,86.058,86.058,99.873,99.873,,89.861,89.48,91.508,91.888,91.888,92.015,92.269,87.579,87.579,87.579,89.354,89.354,89.354,88.466,87.579,88.086,89.1,85.425
RMNH.INS.1271367_Ae_detritus - COX3 gene,84.403,84.528,84.654,85.171,84.918,85.044,89.734,89.861,89.734,86.946,86.819,86.946,82.642,82.642,82.767,87.452,87.326,87.452,85.66,85.66,85.66,87.959,87.706,87.833,85.551,85.551,85.551,93.283,93.156,93.156,93.156,93.156,93.029,90.692,90.566,90.566,90.748,90.368,90.368,88.973,90.566,88.973,89.987,89.987,89.987,86.312,86.819,91.762,91.635,91.508,84.78,84.78,84.78,86.819,86.819,88.34,88.213,88.086,86.058,86.058,86.058,89.734,89.734,89.861,,99.24,91.635,92.649,92.649,92.776,92.522,88.847,88.847,88.847,90.114,90.114,90.114,88.593,88.847,89.1,87.959,86.946
RMNH.INS.1271368_Ae_detritus - COX3 gene,83.774,83.899,84.025,84.918,84.664,84.791,89.734,89.607,89.607,86.819,86.946,87.072,82.516,82.516,82.642,87.199,87.072,87.199,85.157,85.157,85.157,87.833,87.579,87.706,85.298,85.298,85.298,92.649,92.522,92.522,92.522,92.522,92.395,90.44,90.314,90.314,90.368,89.987,89.987,88.593,90.314,88.593,89.607,89.607,89.607,86.185,86.946,91.381,91.255,91.128,84.528,84.528,84.528,86.946,86.946,87.833,87.706,87.579,85.805,85.805,85.805,89.354,89.354,89.48,99.24,,91.255,92.015,92.015,92.142,92.015,88.72,88.72,88.72,89.987,89.987,89.987,88.847,89.1,89.354,87.833,86.819
RMNH.INS.1271369_Ae_caspius - COX3 gene,84.151,84.277,84.528,86.185,85.932,86.058,91.635,91.762,91.635,87.579,87.452,87.579,83.899,83.899,84.025,87.959,87.326,87.452,86.541,86.541,86.541,88.466,88.213,88.34,85.932,85.932,85.932,94.17,94.043,93.663,94.043,93.79,94.043,91.824,91.698,91.698,92.142,91.888,91.888,91.255,91.698,91.255,89.607,89.607,89.607,87.452,87.452,99.113,100,99.24,84.277,84.277,84.277,87.452,87.452,88.593,88.466,88.466,86.185,86.185,86.185,91.635,91.635,91.508,91.635,91.255,,93.79,93.79,93.916,93.536,88.847,88.847,88.847,90.241,90.241,90.241,90.368,89.861,89.861,88.34,87.452
RMNH.INS.1271370_Ae_flavescens - COX3 gene,84.528,84.654,84.654,86.185,85.932,85.932,91.128,91.255,91.128,87.199,87.072,87.199,83.648,83.648,83.774,86.819,86.439,86.565,86.667,86.667,86.667,88.72,88.466,88.593,86.439,86.439,86.439,97.465,97.338,97.592,97.338,97.085,97.085,91.824,91.95,91.95,93.409,93.029,93.029,92.269,91.95,92.269,91.128,91.128,91.128,87.706,87.072,93.663,93.79,93.536,85.157,85.157,85.157,87.072,87.072,88.086,87.959,87.833,87.326,87.326,87.326,92.015,92.015,91.888,92.649,92.015,93.79,,100,99.873,94.17,89.227,89.227,89.227,90.114,90.114,90.114,90.368,89.987,90.368,88.847,87.579
RMNH.INS.1271371_Ae_flavescens - COX3 gene,84.528,84.654,84.654,86.185,85.932,85.932,91.128,91.255,91.128,87.199,87.072,87.199,83.648,83.648,83.774,86.819,86.439,86.565,86.667,86.667,86.667,88.72,88.466,88.593,86.439,86.439,86.439,97.465,97.338,97.592,97.338,97.085,97.085,91.824,91.95,91.95,93.409,93.029,93.029,92.269,91.95,92.269,91.128,91.128,91.128,87.706,87.072,93.663,93.79,93.536,85.157,85.157,85.157,87.072,87.072,88.086,87.959,87.833,87.326,87.326,87.326,92.015,92.015,91.888,92.649,92.015,93.79,100,,99.873,94.17,89.227,89.227,89.227,90.114,90.114,90.114,90.368,89.987,90.368,88.847,87.579
RMNH.INS.1271372_Ae_flavescens - COX3 gene,84.654,84.78,84.78,86.185,85.932,85.932,91.255,91.381,91.255,87.326,87.199,87.326,83.522,83.522,83.648,86.946,86.565,86.692,86.792,86.792,86.792,88.847,88.593,88.72,86.439,86.439,86.439,97.592,97.465,97.719,97.465,97.212,97.212,91.95,92.075,92.075,93.536,93.156,93.156,92.395,92.075,92.395,91.255,91.255,91.255,87.706,87.199,93.79,93.916,93.663,85.283,85.283,85.283,87.199,87.199,88.086,87.959,87.833,87.326,87.326,87.326,92.142,92.142,92.015,92.776,92.142,93.916,99.873,99.873,,94.297,89.227,89.227,89.227,90.114,90.114,90.114,90.368,89.987,90.368,88.973,87.579
RMNH.INS.1271375_Ae_leucomelas - COX3 gene,84.78,84.906,84.78,85.425,85.171,85.298,90.748,90.875,90.748,86.565,86.439,86.565,83.522,83.522,83.648,87.579,87.452,87.579,86.667,86.667,86.667,87.706,87.452,87.579,86.312,86.312,86.312,94.93,95.057,95.057,94.804,95.311,95.057,91.447,91.321,91.321,91.508,91.381,91.381,90.494,91.321,90.494,90.494,90.494,90.494,87.072,86.439,93.536,93.536,93.409,84.277,84.277,84.277,86.439,86.439,88.086,87.959,87.833,86.946,86.946,86.946,92.395,92.395,92.269,92.522,92.015,93.536,94.17,94.17,94.297,,89.227,89.227,89.227,89.861,89.861,89.861,89.227,89.607,89.734,87.833,86.946
RMNH.INS.1271376_Ae_albopictus - COX3 gene,82.642,82.767,82.642,87.579,87.326,87.579,89.607,89.607,89.734,87.706,87.579,87.706,83.522,83.522,83.648,85.932,85.678,85.805,84.78,84.78,84.78,87.833,87.579,87.706,86.946,86.946,86.946,90.875,90.494,90.114,90.748,90.368,90.368,88.302,88.176,88.176,88.593,88.34,88.34,87.706,88.176,87.706,88.973,88.973,88.973,87.579,87.579,88.847,88.847,88.847,83.648,83.648,83.648,87.579,87.579,86.692,86.565,86.439,86.312,86.312,86.312,87.706,87.706,87.579,88.847,88.72,88.847,89.227,89.227,89.227,89.227,,100,100,87.959,87.959,87.833,89.354,88.973,89.227,87.959,87.199
RMNH.INS.1271377_Ae_albopictus - COX3 gene,82.642,82.767,82.642,87.579,87.326,87.579,89.607,89.607,89.734,87.706,87.579,87.706,83.522,83.522,83.648,85.932,85.678,85.805,84.78,84.78,84.78,87.833,87.579,87.706,86.946,86.946,86.946,90.875,90.494,90.114,90.748,90.368,90.368,88.302,88.176,88.176,88.593,88.34,88.34,87.706,88.176,87.706,88.973,88.973,88.973,87.579,87.579,88.847,88.847,88.847,83.648,83.648,83.648,87.579,87.579,86.692,86.565,86.439,86.312,86.312,86.312,87.706,87.706,87.579,88.847,88.72,88.847,89.227,89.227,89.227,89.227,100,,100,87.959,87.959,87.833,89.354,88.973,89.227,87.959,87.199
RMNH.INS.1271378_Ae_albopictus - COX3 gene,82.642,82.767,82.642,87.579,87.326,87.579,89.607,89.607,89.734,87.706,87.579,87.706,83.522,83.522,83.648,85.932,85.678,85.805,84.78,84.78,84.78,87.833,87.579,87.706,86.946,86.946,86.946,90.875,90.494,90.114,90.748,90.368,90.368,88.302,88.176,88.176,88.593,88.34,88.34,87.706,88.176,87.706,88.973,88.973,88.973,87.579,87.579,88.847,88.847,88.847,83.648,83.648,83.648,87.579,87.579,86.692,86.565,86.439,86.312,86.312,86.312,87.706,87.706,87.579,88.847,88.72,88.847,89.227,89.227,89.227,89.227,100,100,,87.959,87.959,87.833,89.354,88.973,89.227,87.959,87.199
RMNH.INS.1271379_Ae_japonicus - COX3 gene,82.893,82.767,83.019,85.298,85.044,85.298,89.48,89.48,89.227,85.805,85.678,85.805,81.887,81.887,82.013,87.833,87.199,87.452,85.786,85.786,85.786,87.579,87.326,87.452,85.551,85.551,85.551,91.001,90.621,90.621,91.128,90.748,91.001,88.805,88.805,88.805,89.607,89.354,89.354,88.973,88.805,88.973,89.861,89.861,89.861,85.298,85.678,89.987,90.241,89.987,83.522,83.522,83.522,85.678,85.678,88.213,88.086,88.213,87.452,87.452,87.452,89.227,89.227,89.354,90.114,89.987,90.241,90.114,90.114,90.114,89.861,87.959,87.959,87.959,,100,99.493,89.354,89.1,89.227,87.326,87.579
RMNH.INS.1271380_Ae_japonicus - COX3 gene,82.893,82.767,83.019,85.298,85.044,85.298,89.48,89.48,89.227,85.805,85.678,85.805,81.887,81.887,82.013,87.833,87.199,87.452,85.786,85.786,85.786,87.579,87.326,87.452,85.551,85.551,85.551,91.001,90.621,90.621,91.128,90.748,91.001,88.805,88.805,88.805,89.607,89.354,89.354,88.973,88.805,88.973,89.861,89.861,89.861,85.298,85.678,89.987,90.241,89.987,83.522,83.522,83.522,85.678,85.678,88.213,88.086,88.213,87.452,87.452,87.452,89.227,89.227,89.354,90.114,89.987,90.241,90.114,90.114,90.114,89.861,87.959,87.959,87.959,100,,99.493,89.354,89.1,89.227,87.326,87.579
RMNH.INS.1271381_Ae_japonicus - COX3 gene,82.893,82.767,83.019,85.298,85.044,85.298,89.48,89.48,89.48,85.805,85.678,85.805,82.138,82.138,82.013,87.579,87.199,87.452,85.786,85.786,85.786,88.086,87.833,87.706,85.298,85.298,85.298,91.001,90.621,90.621,91.128,90.494,90.748,88.805,88.805,88.805,89.607,89.354,89.354,89.227,88.805,89.227,89.987,89.987,89.987,85.298,85.678,89.987,90.241,89.987,83.522,83.522,83.522,85.678,85.678,88.34,88.213,88.34,87.833,87.833,87.833,89.227,89.227,89.354,90.114,89.987,90.241,90.114,90.114,90.114,89.861,87.833,87.833,87.833,99.493,99.493,,89.607,89.1,89.227,87.833,87.833
RMNH.INS.1271382_Ae_aegypti - COX3 gene,82.013,82.138,82.138,85.551,85.298,85.551,90.494,90.494,90.621,87.452,87.326,87.199,82.767,82.767,82.642,86.692,86.565,86.565,85.031,84.906,85.031,88.213,87.959,87.833,86.312,86.312,86.312,90.621,90.494,90.368,90.494,90.621,90.621,87.799,87.925,87.925,88.847,88.593,88.593,88.086,87.925,88.086,88.213,88.213,88.213,87.959,87.326,89.987,90.368,89.987,83.648,83.648,83.648,87.326,87.326,87.706,87.579,87.452,86.692,86.692,86.692,88.593,88.593,88.466,88.593,88.847,90.368,90.368,90.368,90.368,89.227,89.354,89.354,89.354,89.354,89.354,89.607,,98.606,98.859,88.593,86.946
RMNH.INS.1271383_Ae_aegypti - COX3 gene,81.635,81.761,82.013,84.537,84.284,84.537,89.861,89.861,89.987,87.199,87.072,86.946,82.138,82.138,82.264,86.439,86.058,86.058,84.403,84.277,84.403,87.579,87.326,87.452,85.425,85.425,85.425,90.241,89.861,89.987,90.114,90.241,90.241,87.17,87.296,87.296,88.466,88.213,88.213,87.199,87.296,87.199,87.579,87.579,87.579,87.452,87.072,89.227,89.861,89.227,83.145,83.145,83.145,87.072,87.072,86.819,86.692,86.565,86.565,86.565,86.565,87.706,87.706,87.579,88.847,89.1,89.861,89.987,89.987,89.987,89.607,88.973,88.973,88.973,89.1,89.1,89.1,98.606,,99.24,87.706,87.199
RMNH.INS.1271384_Ae_aegypti - COX3 gene,82.013,82.138,82.138,84.918,84.664,84.918,89.987,89.987,90.114,87.199,87.072,86.946,82.264,82.264,82.39,86.312,85.932,85.932,84.906,84.78,84.906,87.959,87.706,87.833,85.551,85.551,85.551,90.621,90.241,90.368,90.494,90.621,90.368,87.296,87.421,87.421,88.973,88.72,88.72,87.706,87.421,87.706,87.833,87.833,87.833,87.706,87.072,89.48,89.861,89.48,83.396,83.396,83.396,87.072,87.072,86.946,86.819,86.692,86.565,86.565,86.565,88.213,88.213,88.086,89.1,89.354,89.861,90.368,90.368,90.368,89.734,89.227,89.227,89.227,89.227,89.227,89.227,98.859,99.24,,88.086,87.072
RMNH.INS.1271386_Ae_cinereus - COX3 gene,83.522,83.648,83.648,85.805,85.551,85.805,89.354,89.354,89.48,87.199,87.072,87.199,82.893,82.893,82.767,84.791,84.664,84.791,86.164,86.164,86.164,99.113,99.366,99.24,86.312,86.312,86.312,89.607,89.734,89.734,89.48,89.48,89.48,87.421,87.296,87.296,87.706,87.579,87.579,87.833,87.296,87.833,87.326,87.326,87.326,86.819,87.072,88.34,88.34,88.213,83.019,83.019,83.019,87.072,87.072,85.678,85.551,85.425,85.805,85.805,85.805,89.227,89.227,89.1,87.959,87.833,88.34,88.847,88.847,88.973,87.833,87.959,87.959,87.959,87.326,87.326,87.833,88.593,87.706,88.086,,86.692
RMNH.INS.1271389_Cs_ochroptera - COX3 gene,84.403,84.654,85.031,86.692,86.439,86.692,86.819,86.819,86.946,88.72,88.593,88.72,84.277,84.277,84.403,87.833,87.579,87.706,86.792,86.792,86.792,86.819,86.565,86.692,88.847,88.847,88.847,88.593,88.466,87.959,88.466,87.833,88.34,87.547,87.547,87.547,88.34,87.959,87.959,86.819,87.547,86.819,87.326,87.326,87.326,89.227,88.593,86.946,87.452,86.946,84.654,84.654,84.654,88.593,88.593,88.593,88.466,88.466,90.875,90.875,90.875,85.551,85.551,85.425,86.946,86.819,87.452,87.579,87.579,87.579,86.946,87.199,87.199,87.199,87.579,87.579,87.833,86.946,87.199,87.072,86.692,
